candidate_id,proposal_index,alpha_hip_deg,alpha_knee_deg,alpha_phase,hip_min_deg,hip_max_deg,hip_range_deg,knee_min_deg,knee_max_deg,knee_range_deg,cycle_duration_s,flexion_duration_s,extension_duration_s,joint_space_path_length_deg,normalized_joint_space_path_length,signed_qspace_area_deg2,absolute_qspace_area_deg2,flexion_coordination_slope,extension_coordination_slope,flexion_midpoint_lag_s,extension_midpoint_lag_s,hip_peak_abs_dq_deg_s,knee_peak_abs_dq_deg_s,hip_rms_dq_deg_s,knee_rms_dq_deg_s,hip_peak_abs_ddq_deg_s2,knee_peak_abs_ddq_deg_s2,hip_rms_ddq_deg_s2,knee_rms_ddq_deg_s2,q_closure_error_rad,dq_closure_error_rad_s,ddq_closure_error_rad_s2,finite,qspace_rms_deviation_from_reference_deg,qspace_peak_deviation_from_reference_deg,phase_warp_min_derivative,phase_warp_max_derivative
MYOLEG_V2_P00017,17,-5.0,-5.0,0.0125,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343422402,114.5009210801869,96.1800237367645,24.0,13.6,10.348,253.27909077494695,2.044121186330736,587.4527828490176,587.4527828490176,1.2263345060424837,1.2380777236638019,-0.4704544401590196,0.8248710884028227,20.79958485871499,26.848945611287245,8.667579733038428,11.270799555769706,14.342735593476474,17.56501453333234,4.640232244756563,6.1528321744108565,0.0,0.0,0.0,True,4.777614072393527,7.0710678118654675,0.9570690037309799,1.04293099626902
MYOLEG_V2_P00018,18,-5.0,-5.0,0.015,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343283892,114.50091844677497,96.18002110349109,24.0,13.6,10.348,253.23706801534593,2.043782070008475,568.82103138933,568.82103138933,1.2263465626809407,1.2385597965247852,-0.47638315602246273,0.8101976611178969,20.79958485871499,26.95092513523437,8.667579733038428,11.282480206795745,14.342735593476474,18.27033412844981,4.640232244756563,6.17594989776696,0.0,0.0,0.0,True,4.807134650375566,7.0710678118654675,0.9484828044771758,1.0515171955228242
MYOLEG_V2_P00019,19,-5.0,-5.0,0.0175,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734314539,114.50091867180355,96.18002132865816,24.0,13.6,10.348,253.1978700987974,2.043465715338871,550.2198384404,550.2198384404,1.2263568560509759,1.239038997961756,-0.48221841781059194,0.7954505674125159,20.79958485871499,27.004837029172588,8.667579733038428,11.294555620883369,14.342735593476474,18.324305504412482,4.640232244756563,6.222235146000824,0.0,0.0,0.0,True,4.839344587883328,7.0710678118654675,0.9398966052233718,1.0601033947766283
MYOLEG_V2_P00020,20,-5.0,-5.0,0.02,28.909336160834915,107.02543858098251,78.1161024201476,18.320897343006894,114.50092058628724,96.18002324328035,24.0,13.6,10.348,253.1614161982713,2.0431714849767943,531.6496540519059,531.6496540519059,1.2263654515093674,1.23951532439234,-0.48798001727575624,0.7805026555381609,20.79958485871499,27.045279424085734,8.667579733038428,11.307043762136198,14.342735593476474,18.37282765282085,4.640232244756563,6.270990578451342,0.0,0.0,0.0,True,4.874169050805189,7.0710678118654675,0.9313104059695678,1.0686895940304322
MYOLEG_V2_P00021,21,-5.0,-5.0,0.0225,28.909336160834915,107.02543858098251,78.1161024201476,18.320897342868392,114.5009224947288,96.1800251518604,24.0,13.6,10.348,253.1276183485218,2.0428986906952584,513.1108808095755,513.1108808095755,1.2263724177617736,1.2399887774400875,-0.493672575464708,0.7654796367580659,20.79958485871499,27.204343863281157,8.667579733038428,11.319937645303895,14.342735593476474,18.4158161075314,4.640232244756563,6.2866991987546585,0.0,0.0,0.0,True,4.911530960444006,7.183958172198573,0.9227242067157637,1.0772757932842363
MYOLEG_V2_P00022,22,-5.0,-5.0,0.025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897342729907,114.50092439713191,96.180027054402,24.0,13.6,10.348,253.0964429543497,2.042647061359086,494.6039538183386,494.6039538183386,1.2263778202942863,1.2404593598360683,-0.49929748340111946,0.7506577932295784,20.79958485871499,27.316041922243624,8.667579733038428,11.333221214349058,14.342735593476474,18.453186402419806,4.640232244756563,6.319239514889325,0.0,0.0,0.0,True,4.951351445707186,7.416430427325805,0.9141380074619597,1.0858619925380402
MYOLEG_V2_P00023,23,-5.0,-5.0,0.0275,28.909336160834915,107.02543858098251,78.1161024201476,18.320897342591422,114.50092629350031,96.18002895090889,24.0,13.6,10.348,253.0678524898076,2.042416294109511,476.12926754466434,476.12926754466434,1.226381721592369,1.2409270680567044,-0.5048559778806556,0.7356529659502726,20.79958485871499,27.37998855870374,8.667579733038428,11.346872812913206,14.342735593476474,18.8728313309735,4.640232244756563,6.380025037475099,0.0,0.0,0.0,True,4.993550434134142,7.662080170879548,0.9055518082081557,1.0944481917918443
MYOLEG_V2_P00024,24,-5.0,-5.0,0.03,28.909336160834915,107.02543858098251,78.1161024201476,18.320897342452927,114.50092818383773,96.1800308413848,24.0,13.6,10.348,253.04176458551228,2.0422057241731393,457.68724952598996,457.68724952598996,1.2263841907845685,1.241391901215885,-0.510349153589047,0.7204607955202142,20.79958485871499,27.48728741329429,8.667579733038428,11.36089355754495,14.342735593476474,19.84087367997677,4.640232244756563,6.433499208132647,0.0,0.0,0.0,True,5.0380467725677365,8.009888939230239,0.8969656089543517,1.1030343910456484
MYOLEG_V2_P00025,25,-5.0,-4.75,-0.03,28.909336160834915,107.02543858098251,78.1161024201476,18.320897349654018,114.7509060886731,96.43000873901909,24.0,13.6,10.348,254.8247260133528,2.053378023606551,914.0414090549403,914.0414090549403,1.2293437470335817,1.232913607022891,-0.34996687831914564,1.0591987481394227,20.79958485871499,27.233490546717498,8.667579733038428,11.163532353107207,14.342735593476474,15.378837135615708,4.640232244756563,5.867485850883723,0.0,0.0,0.0,True,4.633041038016463,6.897577761113472,0.8969656089543516,1.1030343910456484
MYOLEG_V2_P00026,26,-5.0,-4.75,-0.0275,28.909336160834915,107.02543858098251,78.1161024201476,18.320897349515466,114.75090353416753,96.43000618465207,24.0,13.6,10.348,254.72970901390062,2.052612409311716,894.9679203054782,894.9679203054782,1.229395393639729,1.2334428621911242,-0.35754749987954604,1.0463109499493584,20.79958485871499,27.15236647356687,8.667579733038428,11.167711767425294,14.342735593476474,15.98979120188808,4.640232244756563,5.871384619018484,0.0,0.0,0.0,True,4.608702904203404,6.896615808484519,0.9055518082081557,1.0944481917918443
MYOLEG_V2_P00027,27,-5.0,-4.75,-0.025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897349376917,114.75090097495507,96.43000362557815,24.0,13.6,10.348,254.63781529715436,2.0518719624703867,875.9164293286356,875.9164293286356,1.229444229917498,1.2339694787147095,-0.3650155985662389,1.033200971032631,20.79958485871499,27.043796315209736,8.667579733038428,11.172374825934618,14.342735593476474,15.311219624822643,4.640232244756563,5.855791954824255,0.0,0.0,0.0,True,4.587611010970673,6.896557112066872,0.9141380074619597,1.0858619925380402
MYOLEG_V2_P00028,28,-5.0,-4.75,-0.0225,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734923837,114.75089841104389,96.43000106180553,24.0,13.6,10.348,254.54905052760407,2.0511567287280728,856.8873760277068,856.8873760277068,1.2294903214447246,1.23449343503407,-0.37237348431359685,1.0201152451883715,20.79958485871499,26.982197945694175,8.667579733038428,11.177510829799331,14.342735593476474,15.947811579043455,4.640232244756563,5.864036989959581,0.0,0.0,0.0,True,4.5697912216275896,6.896557112066872,0.9227242067157637,1.0772757932842363
MYOLEG_V2_P00029,29,-5.0,-4.75,-0.02,28.909336160834915,107.02543858098251,78.1161024201476,18.320897349099823,114.75089584244208,96.42999849334225,24.0,13.6,10.348,254.46340339379293,2.0504666169380807,837.8812134637948,837.8812134637948,1.2295337258944214,1.235014709442662,-0.3796235192576729,1.0069208921263026,20.79958485871499,26.93587897954256,8.667579733038428,11.183084327436603,14.342735593476474,15.327040551479119,4.640232244756563,5.890372092787848,0.0,0.0,0.0,True,4.555262634249676,6.896557112066872,0.9313104059695678,1.0686895940304322
MYOLEG_V2_P00030,30,-5.0,-4.75,-0.0175,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734896128,114.75089326915783,96.42999592019655,24.0,13.6,10.348,254.38085470164307,2.0498014724355356,818.8984827032988,818.8984827032988,1.229574495864903,1.2355332785482125,-0.3867678807227817,0.9935041953449932,20.79958485871499,26.86598431945473,8.667579733038428,11.189117358173663,14.342735593476474,15.301699459316623,4.640232244756563,5.8886892441220535,0.0,0.0,0.0,True,4.544037457541708,6.896557112066872,0.9398966052233718,1.060103394776628
MYOLEG_V2_P00031,31,-5.0,-4.75,-0.015,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734882274,114.75089069119923,96.42999334237649,24.0,13.6,10.348,254.30141728944494,2.0491613986724553,799.9396573818617,799.9396573818617,1.229612688475451,1.2360491240041251,-0.3938084928224317,0.9798633619950969,20.79958485871499,26.80025667352516,8.667579733038428,11.195606735764695,14.342735593476474,15.422971487587702,4.640232244756563,5.889664414332193,0.0,0.0,0.0,True,4.5361205412996695,6.896557112066872,0.9484828044771758,1.0515171955228242
MYOLEG_V2_P00032,32,-5.0,-4.75,-0.0125,28.909336160834915,107.02543858098251,78.1161024201476,18.320897348684205,114.75088810857443,96.42999075989022,24.0,13.6,10.348,254.22510369069437,2.048546496644833,781.0052568979894,781.0052568979894,1.2296483633824118,1.2365622281769926,-0.40074704154858853,0.9663057197942848,20.79958485871499,26.787544291201854,8.667579733038428,11.202533558349304,14.342735593476474,16.03293579089457,4.640232244756563,5.917943871302242,0.0,0.0,0.0,True,4.531509278036286,6.896557112066872,0.9570690037309799,1.04293099626902
MYOLEG_V2_P00033,33,-5.0,-4.75,-0.01,28.909336160834915,107.02543858098251,78.1161024201476,18.320897348545675,114.75088552129162,96.42998817274595,24.0,13.6,10.348,254.15189086132986,2.0479565806646236,762.0957649771706,762.0957649771706,1.2296815833461816,1.2370725748989613,-0.40758498923187503,0.9526068735060385,20.79958485871499,26.752059744350916,8.667579733038428,11.209915027172032,14.342735593476474,16.052619614884936,4.640232244756563,5.955188694313267,0.0,0.0,0.0,True,4.5301934313812,6.896557112066872,0.9656552029847839,1.0343447970152162
MYOLEG_V2_P00034,34,-5.0,-4.75,-0.0075,28.909336160834915,107.02543858098251,78.1161024201476,18.320897348407144,114.75088292935888,96.42998558095174,24.0,13.6,10.348,254.0817674609403,2.047391559351825,743.2116929540118,743.2116929540118,1.229712407474887,1.237580147043842,-0.4142999376595462,0.9386863571556923,20.79958485871499,26.692077790018633,8.667579733038428,11.217743107778537,14.342735593476474,16.066294737595157,4.640232244756563,5.938712230684493,0.0,0.0,0.0,True,4.532155352631426,6.896557112066855,0.9742414022385879,1.025758597761412
MYOLEG_V2_P00035,35,-5.0,-4.75,-0.005,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734826862,114.75088033278436,96.42998298451575,24.0,13.6,10.348,254.01478314656953,2.046851832844092,724.353565905308,724.353565905308,1.229740895175777,1.2380849301591488,-0.42091636440855673,0.9245590860384709,20.79958485871499,26.711876231521366,8.667579733038428,11.226012595290277,14.342735593476474,16.07387992757326,4.640232244756563,5.946932472687818,0.0,0.0,0.0,True,4.5373701263392086,6.896557112066855,0.9828276014923919,1.017172398507608
MYOLEG_V2_P00036,36,-5.0,-4.75,-0.0025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897348130092,114.7508777315762,96.42998038344611,24.0,13.6,10.348,253.95096970742068,2.0463376573000005,705.5219132028028,705.5219132028028,1.2297671082903663,1.2385869109187606,-0.42744467493520144,0.9106092090092055,20.79958485871499,26.709504285845043,8.667579733038428,11.234710355967149,14.342735593476474,16.13356779267982,4.640232244756563,5.996628493825253,0.0,0.0,0.0,True,4.545805645912349,6.896557112066855,0.991413800746196,1.008586199253804
MYOLEG_V2_P00037,37,-5.0,-4.75,-0.0,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347991572,114.75087512574258,96.429977777751,24.0,13.6,10.348,253.89028935544667,2.045848728224448,686.7172642598243,686.7172642598243,1.2297911086848854,1.2390860760022355,-0.4338865954701072,0.8964453379368926,20.79958485871499,26.68436231080911,8.667579733038428,11.24383617309618,14.342735593476474,17.01479183748687,4.640232244756563,6.087149615182491,0.0,0.0,0.0,True,4.5574229192122075,6.896557112066855,1.0,1.0
MYOLEG_V2_P00038,38,-5.0,-4.75,0.0025,28.909336160834915,107.02543858098251,78.1161024201476,18.32089734785305,114.75087251529162,96.42997516743857,24.0,13.6,10.348,253.83268297034718,2.0453845692269574,667.940146668563,667.940146668563,1.229812958530081,1.2395824129036717,-0.4402436870224644,0.8820638558519214,20.79958485871499,26.71038611117153,8.667579733038428,11.253400541910803,14.342735593476474,17.05324569017082,4.640232244756563,6.046224950561698,0.0,0.0,0.0,True,4.572176408537365,6.896557112066855,0.991413800746196,1.008586199253804
MYOLEG_V2_P00039,39,-5.0,-4.75,0.005,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347714535,114.75086990023166,96.42997255251713,24.0,13.6,10.348,253.7781561956819,2.044945225784418,649.1910807365846,649.1910807365846,1.229832721214763,1.2400759123752974,-0.446517559937031,0.8676343120266914,20.79958485871499,26.77848983190155,8.667579733038428,11.263391790233793,14.342735593476474,17.086005234755415,4.640232244756563,6.045241551839267,0.0,0.0,0.0,True,4.59001444037012,6.896557112066855,0.9828276014923919,1.017172398507608
MYOLEG_V2_P00040,40,-5.0,-4.75,0.0075,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347576025,114.75086728057116,96.42996993299514,24.0,13.6,10.348,253.72669894508985,2.0445306166219703,630.4705849502668,630.4705849502668,1.2298504604322607,1.2405665659838792,-0.4527097144368968,0.8532715677174743,20.79958485871499,26.825564972624925,8.667579733038428,11.27379482429591,14.342735593476474,17.112986719785546,4.640232244756563,6.084621812956329,0.0,0.0,0.0,True,4.610879655864401,6.896557112066855,0.9742414022385879,1.025758597761412
MYOLEG_V2_P00041,41,-5.0,-4.75,0.01,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347437516,114.75086763701626,96.42997028957873,24.0,13.6,10.348,253.6782258795095,2.0441400159281398,611.7791773859198,611.7791773859198,1.2298662399190312,1.2410543653069535,-0.45882148923800514,0.8387003029548836,20.79958485871499,26.82590983397327,8.667579733038428,11.284607770502308,14.342735593476474,17.134106393812903,4.640232244756563,6.149595954117595,0.0,0.0,0.0,True,4.634709485995902,6.896557112066855,0.9656552029847839,1.0343447970152162
MYOLEG_V2_P00042,42,-5.0,-4.75,0.0125,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347299006,114.75086956964857,96.42997222234956,24.0,13.6,10.348,253.63262892314498,2.043772570763881,593.1173606664803,593.1173606664803,1.2298801256427858,1.2415393039695621,-0.4648540702394479,0.8239191999487261,20.79958485871499,26.93224258505704,8.667579733038428,11.295840894246629,14.342735593476474,17.60817994964959,4.640232244756563,6.159424451639695,0.0,0.0,0.0,True,4.661436661856205,6.896557112066855,0.9570690037309799,1.04293099626902
MYOLEG_V2_P00043,43,-5.0,-4.75,0.015,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347160496,114.75087149622767,96.42997414906718,24.0,13.6,10.348,253.58987611269325,2.0434280438229497,574.4856092067992,574.4856092067992,1.2298921822812428,1.2420213768305464,-0.4708084988370205,0.8093176306409511,20.79958485871499,27.034222109004165,8.667579733038428,11.307469443799775,14.342735593476474,18.31349954476706,4.640232244756563,6.182475916422021,0.0,0.0,0.0,True,4.690989902660714,6.896557112066855,0.9484828044771758,1.0515171955228242
MYOLEG_V2_P00044,44,-5.0,-4.75,0.0175,28.909336160834915,107.02543858098251,78.1161024201476,18.320897347021997,114.75087341675722,96.42997606973522,24.0,13.6,10.348,253.54994286326087,2.04310623699928,555.8844162578663,555.8844162578663,1.2299024756512777,1.2425005782675167,-0.476685679898293,0.7946137252568448,20.79958485871499,27.088134002942382,8.667579733038428,11.319491940693903,14.342735593476474,18.36747092072973,4.640232244756563,6.228673990592393,0.0,0.0,0.0,True,4.723294313736532,6.896557112066855,0.9398966052233718,1.0601033947766283
MYOLEG_V2_P00045,45,-5.0,-4.75,0.02,28.909336160834915,107.02543858098251,78.1161024201476,18.3208973468835,114.75087533124092,96.42997798435742,24.0,13.6,10.348,253.51274933811203,2.0428065069673087,537.3142318693799,537.3142318693799,1.2299110711096692,1.2429769046981007,-0.48247234763753344,0.7797105713057704,20.79958485871499,27.12790087646021,8.667579733038428,11.331926360139551,14.342735593476474,18.415993069138096,4.640232244756563,6.277336237629635,0.0,0.0,0.0,True,4.758271946072636,6.896557112066855,0.9313104059695678,1.0686895940304322
MYOLEG_V2_P00046,46,-5.0,-4.75,0.0225,28.909336160834915,107.02543858098251,78.1161024201476,18.320897346745,114.75087723968247,96.42997989293747,24.0,13.6,10.348,253.47820861031477,2.0425281532686856,518.7754586270319,518.7754586270319,1.2299180373620757,1.2434503577458467,-0.48818802099802205,0.7647584944810255,20.79958485871499,27.286965315655628,8.667579733038428,11.344765795770973,14.342735593476474,18.458981523848646,4.640232244756563,6.29298343925266,0.0,0.0,0.0,True,4.795842454256139,7.02513495921734,0.9227242067157637,1.0772757932842363
MYOLEG_V2_P00047,47,-5.0,-4.75,0.025,28.909336160834915,107.02543858098251,78.1161024201476,18.320897346606515,114.75087914208558,96.42998179547907,24.0,13.6,10.348,253.44628751461937,2.0422709086568895,500.2685316357977,500.2685316357977,1.2299234398945882,1.2439209401418287,-0.49383581431172363,0.7499824269768745,20.79958485871499,27.398663374618096,8.667579733038428,11.35799413398933,14.342735593476474,18.496351818737057,4.640232244756563,6.325463303260538,0.0,0.0,0.0,True,4.8359235893695445,7.257793243380174,0.9141380074619597,1.0858619925380402
