subject_id,candidate_id,proposal_index,alpha_hip_deg,alpha_knee_deg,alpha_phase,sample_count,hip_rms_nm,knee_rms_nm,hip_normalized_rms,knee_normalized_rms,compact_replay_match,warning_count
MYOLEG_VP_031,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,36.28539067388301,11.383769024824586,0.9918536608350487,0.9967789415857733,True,0
MYOLEG_VP_031,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,36.28637612649803,11.38464272312791,0.991880597978776,0.996855443846857,True,0
MYOLEG_VP_011,MYOLEG_V2_P00512,512,-5.0,0.0,-0.0,401,38.731348122197126,11.702396919597476,1.0221597690811144,0.9929797191943345,True,0
MYOLEG_VP_011,MYOLEG_V2_P09042,9042,-2.0,-1.75,0.0125,401,38.235014156215435,11.958426116199979,1.0090610096355528,1.0147044822061029,True,0
MYOLEG_VP_011,MYOLEG_V2_P10437,10437,-1.5,-2.25,-0.0,401,38.15373367432378,12.018088752345692,1.0069159348413823,1.0197670166674961,True,0
MYOLEG_VP_011,MYOLEG_V2_P11791,11791,-1.0,-3.25,0.01,401,38.08870105892869,12.143329413909209,1.0051996578110742,1.0303940222122143,True,0
MYOLEG_VP_011,MYOLEG_V2_P14287,14287,-0.25,0.0,-0.0,401,37.92912538882912,11.781421014700436,1.0009882931669798,0.9996851253007977,True,0
MYOLEG_VP_011,MYOLEG_V2_P14512,14512,0.0,-5.0,-0.0,401,37.946632824565015,12.34654131900139,1.001450332247379,1.0476370965876407,True,0
MYOLEG_VP_011,MYOLEG_V2_P14987,14987,0.0,-0.25,-0.0,401,37.89432542634556,11.813321399898818,1.000069886673511,1.0023919584183305,True,0
MYOLEG_VP_011,MYOLEG_V2_P15000,15000,0.0,0.0,-0.03,401,37.87878147844942,11.772862275071299,0.9996596660392587,0.9989588933218287,True,0
MYOLEG_VP_011,MYOLEG_V2_P15011,15011,0.0,0.0,-0.0025,401,37.8903505675543,11.78409307063661,0.9999649860970737,0.9999118564031011,True,0
MYOLEG_VP_011,MYOLEG_V2_P15012,15012,0.0,0.0,-0.0,401,37.89167730306509,11.785131854548197,0.9999999999999997,1.0,True,0
MYOLEG_VP_011,MYOLEG_V2_P15013,15013,0.0,0.0,0.0025,401,37.89240252592016,11.786200795944211,1.0000191393706133,1.0000907025402181,True,0
MYOLEG_VP_011,MYOLEG_V2_P15024,15024,0.0,0.0,0.03,401,37.9044517862868,11.798833896160676,1.000337131637629,1.0011626549266983,True,0
MYOLEG_VP_011,MYOLEG_V2_P15037,15037,0.0,0.25,-0.0,401,37.88839618543102,11.75710016019533,0.999913407960069,0.9976214356615748,True,0
MYOLEG_VP_011,MYOLEG_V2_P15062,15062,0.0,0.5,-0.0,401,37.885398434018526,11.72923678114962,0.9998342942436579,0.9952571533277326,True,0
MYOLEG_VP_011,MYOLEG_V2_P15737,15737,0.25,0.0,-0.0,401,37.85410190736923,11.788810529630004,0.999008346994108,1.0003121454326696,True,0
MYOLEG_VP_011,MYOLEG_V2_P20125,20125,1.75,0.5,-0.03,401,37.62352140793179,11.7418505133811,0.9929230925042313,0.9963274622888166,True,0
MYOLEG_VP_011,MYOLEG_V2_P20812,20812,2.0,0.0,-0.0,401,37.60722989050772,11.813206532685271,0.9924931427478833,1.0023822116276313,True,0
MYOLEG_VP_011,MYOLEG_V2_P20825,20825,2.0,0.25,-0.03,401,37.59265097769397,11.773136616263796,0.9921083903734464,0.9989821719067342,True,0
MYOLEG_VP_011,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,37.5899603819037,11.745232219767852,0.9920373828070949,0.9966144091323893,True,0
MYOLEG_VP_011,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,37.591032513596005,11.746210366347867,0.992065677455646,0.9966974074893096,True,0
MYOLEG_VP_009,MYOLEG_V2_P00512,512,-5.0,0.0,-0.0,401,34.89343408100162,10.331291322697142,1.0226520140452788,0.992903166551773,True,0
MYOLEG_VP_009,MYOLEG_V2_P09042,9042,-2.0,-1.75,0.0125,401,34.43716973426407,10.55516647131823,1.0092798807079566,1.0144190000555462,True,0
MYOLEG_VP_009,MYOLEG_V2_P10437,10437,-1.5,-2.25,-0.0,401,34.362900794549326,10.608094457042508,1.0071032167371943,1.0195057179675062,True,0
MYOLEG_VP_009,MYOLEG_V2_P11791,11791,-1.0,-3.25,0.01,401,34.303120093254314,10.719136985804456,1.0053511720849406,1.0301776151181976,True,0
MYOLEG_VP_009,MYOLEG_V2_P14287,14287,-0.25,0.0,-0.0,401,34.155099324038076,10.401778238683237,1.0010129995391226,0.9996774099543675,True,0
MYOLEG_VP_009,MYOLEG_V2_P14512,14512,0.0,-5.0,-0.0,401,34.17327313293575,10.901616160662241,1.0015456350552754,1.0477150308087224,True,0
MYOLEG_VP_009,MYOLEG_V2_P14987,14987,0.0,-0.25,-0.0,401,34.123062498057905,10.429595598105598,1.0000740686062661,1.002350836091804,True,0
MYOLEG_VP_009,MYOLEG_V2_P15000,15000,0.0,0.0,-0.03,401,34.11036443687928,10.395484743396086,0.9997019155585423,0.9990725648092535,True,0
MYOLEG_VP_009,MYOLEG_V2_P15011,15011,0.0,0.0,-0.0025,401,34.11942083253907,10.404275139831372,0.9999673391691842,0.9999173781228289,True,0
MYOLEG_VP_009,MYOLEG_V2_P15012,15012,0.0,0.0,-0.0,401,34.12053523756781,10.405134831603377,1.0,1.0,True,0
MYOLEG_VP_009,MYOLEG_V2_P15013,15013,0.0,0.0,0.0025,401,34.12112040601364,10.406029359317824,1.0000171500371187,1.0000859698340219,True,0
MYOLEG_VP_009,MYOLEG_V2_P15024,15024,0.0,0.0,0.03,401,34.13182566139039,10.417207809710375,1.0003308982037933,1.001160290404919,True,0
MYOLEG_VP_009,MYOLEG_V2_P15037,15037,0.0,0.25,-0.0,401,34.11744451318679,10.380878673825752,0.9999094174707548,0.9976688281151387,True,0
MYOLEG_VP_009,MYOLEG_V2_P15062,15062,0.0,0.5,-0.0,401,34.11460854732193,10.3568388469631,0.9998263013694066,0.9953584470146809,True,0
MYOLEG_VP_009,MYOLEG_V2_P15737,15737,0.25,0.0,-0.0,401,34.085862638405416,10.408467623929692,0.9989838201856747,1.000320302656357,True,0
MYOLEG_VP_009,MYOLEG_V2_P20125,20125,1.75,0.5,-0.03,401,33.874329988357935,10.369710703439528,0.9927842500858899,0.9965955147398711,True,0
MYOLEG_VP_009,MYOLEG_V2_P20812,20812,2.0,0.0,-0.0,401,33.85775381859029,10.43071933863268,0.9922984379597836,1.0024588347429768,True,0
MYOLEG_VP_009,MYOLEG_V2_P20825,20825,2.0,0.25,-0.03,401,33.84582605904826,10.396927570252238,0.9919488608075208,0.9992112296972634,True,0
MYOLEG_VP_009,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,33.84327398539192,10.372789112643863,0.9918740649803577,0.9968913695513805,True,0
MYOLEG_VP_009,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,33.84408224673535,10.373509812223007,0.991897753393737,0.9969606333899379,True,0
MYOLEG_VP_015,MYOLEG_V2_P00512,512,-5.0,0.0,-0.0,401,36.90009926313435,10.511759360829975,1.0209737339863394,0.9931441577477899,True,0
MYOLEG_VP_015,MYOLEG_V2_P09042,9042,-2.0,-1.75,0.0125,401,36.44946702247028,10.732583342405935,1.0085053750769344,1.0140074632768326,True,0
MYOLEG_VP_015,MYOLEG_V2_P10437,10437,-1.5,-2.25,-0.0,401,36.37647205944635,10.785363909262161,1.0064857073402897,1.0189941367552233,True,0
MYOLEG_VP_015,MYOLEG_V2_P11791,11791,-1.0,-3.25,0.01,401,36.318893979041974,10.89800780717654,1.0048926030148237,1.029636658647084,True,0
MYOLEG_VP_015,MYOLEG_V2_P14287,14287,-0.25,0.0,-0.0,401,36.17524490684807,10.580998072315406,1.0009180356681173,0.9996857859796895,True,0
MYOLEG_VP_015,MYOLEG_V2_P14512,14512,0.0,-5.0,-0.0,401,36.19336132603341,11.08477002088749,1.001419291450933,1.0472818305986258,True,0
MYOLEG_VP_015,MYOLEG_V2_P14987,14987,0.0,-0.25,-0.0,401,36.14447533366447,10.608168562144382,1.0000666849494537,1.0022528361099792,True,0
MYOLEG_VP_015,MYOLEG_V2_P15000,15000,0.0,0.0,-0.03,401,36.13064911509232,10.574045057759575,0.9996841329703423,0.9990288697064165,True,0
MYOLEG_VP_015,MYOLEG_V2_P15011,15011,0.0,0.0,-0.0025,401,36.14083107136596,10.58340512482376,0.9999658533484327,0.9999132027283045,True,0
MYOLEG_VP_015,MYOLEG_V2_P15012,15012,0.0,0.0,-0.0,401,36.142065201873336,10.584323815253665,1.0000000000000002,1.0,True,0
MYOLEG_VP_015,MYOLEG_V2_P15013,15013,0.0,0.0,0.0025,401,36.14271285655827,10.585278039058538,1.000017919692229,1.0000901544417506,True,0
MYOLEG_VP_015,MYOLEG_V2_P15024,15024,0.0,0.0,0.03,401,36.15426701139165,10.59716672947959,1.0003376068702818,1.0012133901466067,True,0
MYOLEG_VP_015,MYOLEG_V2_P15037,15037,0.0,0.25,-0.0,401,36.13903824053487,10.560810707748043,0.9999162482464257,0.9977784969624857,True,0
MYOLEG_VP_015,MYOLEG_V2_P15062,15062,0.0,0.5,-0.0,401,36.136296080683294,10.537650003609317,0.9998403765485505,0.9955902887648728,True,0
MYOLEG_VP_015,MYOLEG_V2_P15737,15737,0.25,0.0,-0.0,401,36.108785428122204,10.587628211804008,0.9990791955698923,1.0003121972275244,True,0
MYOLEG_VP_015,MYOLEG_V2_P20125,20125,1.75,0.5,-0.03,401,35.90610915596644,10.549656431754547,0.9934714288021743,0.9967246482529988,True,0
MYOLEG_VP_015,MYOLEG_V2_P20812,20812,2.0,0.0,-0.0,401,35.89239683982164,10.609777458063434,0.9930920283426763,1.002404843545422,True,0
MYOLEG_VP_015,MYOLEG_V2_P20825,20825,2.0,0.25,-0.03,401,35.879387845868244,10.576020235427128,0.9927320878168447,0.9992154832021891,True,0
MYOLEG_VP_015,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,35.87692115246959,10.552710028020043,0.9926638378874377,0.9970131500334427,True,0
MYOLEG_VP_015,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,35.877836338250866,10.553474438644251,0.9926891597880033,0.997085371049877,True,0
MYOLEG_VP_023,MYOLEG_V2_P00512,512,-5.0,0.0,-0.0,401,36.00025489315361,11.142086183808544,1.0222276954294778,0.993049496038229,True,0
MYOLEG_VP_023,MYOLEG_V2_P09042,9042,-2.0,-1.75,0.0125,401,35.54021101019419,11.381249457191638,1.0091647435234492,1.0143651602851154,True,0
MYOLEG_VP_023,MYOLEG_V2_P10437,10437,-1.5,-2.25,-0.0,401,35.464868194263694,11.437938451208966,1.007025383307129,1.019417623173226,True,0
MYOLEG_VP_023,MYOLEG_V2_P11791,11791,-1.0,-3.25,0.01,401,35.40498297430669,11.557394814583027,1.0053249417250174,1.0300642901878425,True,0
MYOLEG_VP_023,MYOLEG_V2_P14287,14287,-0.25,0.0,-0.0,401,35.252566681389695,11.216527570557346,1.0009970791496867,0.9996841585579562,True,0
MYOLEG_VP_023,MYOLEG_V2_P14512,14512,0.0,-5.0,-0.0,401,35.27358239061555,11.753909148269749,1.0015938204803667,1.047578825330774,True,0
MYOLEG_VP_023,MYOLEG_V2_P14987,14987,0.0,-0.25,-0.0,401,35.220157134358764,11.246195983301632,1.0000768096496604,1.0023283853066938,True,0
MYOLEG_VP_023,MYOLEG_V2_P15000,15000,0.0,0.0,-0.03,401,35.20626559127702,11.209465455384487,0.9996823591072251,0.9990547405299783,True,0
MYOLEG_VP_023,MYOLEG_V2_P15011,15011,0.0,0.0,-0.0025,401,35.21625067491453,11.21913192882633,0.9999658856840712,0.9999162745749975,True,0
MYOLEG_VP_023,MYOLEG_V2_P15012,15012,0.0,0.0,-0.0,401,35.2174520942015,11.220071334067335,1.0000000000000007,1.0000000000000002,True,0
MYOLEG_VP_023,MYOLEG_V2_P15013,15013,0.0,0.0,0.0025,401,35.218105147750954,11.221046243419378,1.000018543463841,1.0000868897641573,True,0
MYOLEG_VP_023,MYOLEG_V2_P15024,15024,0.0,0.0,0.03,401,35.22963584231457,11.233144593107511,1.0003459576825862,1.001165167194658,True,0
MYOLEG_VP_023,MYOLEG_V2_P15037,15037,0.0,0.25,-0.0,401,35.21416280368146,11.194194833857713,0.9999066005538613,0.9976937312215608,True,0
MYOLEG_VP_023,MYOLEG_V2_P15062,15062,0.0,0.5,-0.0,401,35.211135852479245,11.168582812415613,0.9998206502359871,0.9954110343759236,True,0
MYOLEG_VP_023,MYOLEG_V2_P15737,15737,0.25,0.0,-0.0,401,35.182202839059684,11.223588794306627,0.9989990969520592,1.0003134971369223,True,0
MYOLEG_VP_023,MYOLEG_V2_P20125,20125,1.75,0.5,-0.03,401,34.9658074136611,11.18174105427389,0.992854546096428,0.9965837757486389,True,0
MYOLEG_VP_023,MYOLEG_V2_P20812,20812,2.0,0.0,-0.0,401,34.949915261822206,11.247070610731111,0.9924032882428959,1.0024063373449152,True,0
MYOLEG_VP_023,MYOLEG_V2_P20825,20825,2.0,0.25,-0.03,401,34.93686768449418,11.210708288949913,0.9920328021187684,0.9991655093057216,True,0
MYOLEG_VP_023,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,34.93414456993942,11.184987668246274,0.991955479246362,0.9968731334430526,True,0
MYOLEG_VP_023,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,34.93504210459251,11.185785976712172,0.9919809647542486,0.9969442834778545,True,0
MYOLEG_VP_001,MYOLEG_V2_P00512,512,-5.0,0.0,-0.0,401,35.785183046808875,10.154685513413824,1.0220017122287806,0.9933797882898251,True,0
MYOLEG_VP_001,MYOLEG_V2_P09042,9042,-2.0,-1.75,0.0125,401,35.32818260262436,10.361332219633754,1.0089500747442117,1.0135949550721328,True,0
MYOLEG_VP_001,MYOLEG_V2_P10437,10437,-1.5,-2.25,-0.0,401,35.2543975061923,10.411487138874236,1.0068428200519026,1.018501348577967,True,0
MYOLEG_VP_001,MYOLEG_V2_P11791,11791,-1.0,-3.25,0.01,401,35.19518021994542,10.518897052356715,1.0051516126083444,1.029008698803093,True,0
MYOLEG_VP_001,MYOLEG_V2_P14287,14287,-0.25,0.0,-0.0,401,35.04885608417882,10.219236367546374,1.0009726898095357,0.9996944608345747,True,0
MYOLEG_VP_001,MYOLEG_V2_P14512,14512,0.0,-5.0,-0.0,401,35.06718111377694,10.698941960124992,1.0014960408177285,1.0466215507348695,True,0
MYOLEG_VP_001,MYOLEG_V2_P14987,14987,0.0,-0.25,-0.0,401,35.01726978103069,10.244556537495109,1.000070605394929,1.0021714006698765,True,0
MYOLEG_VP_001,MYOLEG_V2_P15000,15000,0.0,0.0,-0.03,401,35.00508390917979,10.213414847599031,0.999722584766382,0.9991249719769258,True,0
MYOLEG_VP_001,MYOLEG_V2_P15011,15011,0.0,0.0,-0.0025,401,35.01369133222793,10.221526568937053,0.9999684072086361,0.9999184992619201,True,0
MYOLEG_VP_001,MYOLEG_V2_P15012,15012,0.0,0.0,-0.0,401,35.01479754742149,10.222359698797424,0.9999999999999998,1.0000000000000002,True,0
MYOLEG_VP_001,MYOLEG_V2_P15013,15013,0.0,0.0,0.0025,401,35.0153555417415,10.223231805516134,1.0000159359573406,1.0000853136403343,True,0
MYOLEG_VP_001,MYOLEG_V2_P15024,15024,0.0,0.0,0.03,401,35.026171902271514,10.234563406975992,1.0003248442272046,1.0011938249619612,True,0
MYOLEG_VP_001,MYOLEG_V2_P15037,15037,0.0,0.25,-0.0,401,35.011741936623906,10.200552361784244,0.9999127337294054,0.9978667022433436,True,0
MYOLEG_VP_001,MYOLEG_V2_P15062,15062,0.0,0.5,-0.0,401,35.00895512016269,10.179158932334616,0.9998331440514288,0.9957738948994439,True,0
MYOLEG_VP_001,MYOLEG_V2_P15737,15737,0.25,0.0,-0.0,401,34.980647281419806,10.225465083666055,0.9990246904624984,1.0003037835646693,True,0
MYOLEG_VP_001,MYOLEG_V2_P20125,20125,1.75,0.5,-0.03,401,34.77366117424668,10.191139684687883,0.9931133009451723,0.9969459092587779,True,0
MYOLEG_VP_001,MYOLEG_V2_P20812,20812,2.0,0.0,-0.0,401,34.757382112801196,10.24635387753465,0.9926483814658167,1.002347225048249,True,0
MYOLEG_VP_001,MYOLEG_V2_P20825,20825,2.0,0.25,-0.03,401,34.74591825645802,10.215588788319941,0.9923209811337813,0.9993376372308365,True,0
MYOLEG_VP_001,MYOLEG_V2_P20850,20850,2.0,0.5,-0.03,401,34.743406839358045,10.194014598889758,0.9922492566836665,0.9972271470831731,True,0
MYOLEG_VP_001,MYOLEG_V2_P20851,20851,2.0,0.5,-0.0275,401,34.744157586642565,10.194640881387977,0.992270697541164,0.9972884130253501,True,0
