beta_extend,beta_flex,candidate_id,candidate_index,canonical_beta_id,endpoint_E0,endpoint_E1,endpoint_E2,endpoint_E3,endpoint_E4,extension_hip_peak_nm,extension_hip_rms_nm,extension_knee_peak_nm,extension_knee_rms_nm,feature_vector,feature_vector_id,flexion_hip_peak_nm,flexion_hip_rms_nm,flexion_knee_peak_nm,flexion_knee_rms_nm,hip_peak_nm,hip_rms_nm,knee_peak_nm,knee_rms_nm,leg_id,relative_extension_vector_rms,relative_flexion_vector_rms,relative_full_hip_peak,relative_full_hip_rms,relative_full_knee_peak,relative_full_knee_rms,relative_hip_extension_peak,relative_hip_extension_rms,relative_hip_flexion_peak,relative_hip_flexion_rms,relative_knee_extension_peak,relative_knee_extension_rms,relative_knee_flexion_peak,relative_knee_flexion_rms
-0.005,-0.03,SUBJECT_V3_994eeeb9b592957cb9cb580d,10,MYOLEG_V3_K0010,32.19784468906474,1.0000782059379254,1.0025786655612576,1.0000435629445357,1.0000435629445357,36.447121990636205,30.840654117644476,16.720670676000783,11.054410505386363,"[1.0002590920928682,0.999860604512289,0.9909159242029051,1.0025786655612576,1.000024744320548,0.9999995596190907,1.0,1.0000435629445357]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.08753931011506,16.720670676000783,11.464780018971828,LEG_0_NOMINAL,1.0001689399329103,0.9989674797357383,1.000024744320548,1.0000782059379254,1.0000435629445357,0.9955833360717953,0.9999995596190907,0.999860604512289,1.000024744320548,1.0002590920928682,1.0000435629445357,1.0025786655612576,1.0,0.9909159242029051
-0.0025,-0.03,SUBJECT_V3_de61462183ef37132ece0011,11,MYOLEG_V3_K0011,32.196642828442634,1.0001105723644268,1.0012839976118537,1.0000441077890898,1.0000441077890898,36.44712278272979,30.84285733268251,16.720679785770294,11.040135524806294,"[1.0002590920928682,0.9999320332151755,0.9909159242029051,1.0012839976118537,1.000024744320548,0.9999995813517597,1.0,1.0000441077890898]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.08851306009172,16.720679785770294,11.458847728065702,LEG_0_NOMINAL,1.000085306595489,0.9989674797357383,1.000024744320548,1.0001105723644268,1.0000441077890898,0.9950681853265481,0.9999995813517597,0.9999320332151755,1.000024744320548,1.0002590920928682,1.0000441077890898,1.0012839976118537,1.0,0.9909159242029051
0.0,-0.03,SUBJECT_V3_9a8c9319939fd1096f43bd4b,12,MYOLEG_V3_K0012,32.195440828680475,1.0001423448299038,1.0002590920928682,1.000044656378462,1.000044656378462,36.447123574822854,30.84502003247766,16.720688958152945,11.025954325673075,"[1.0002590920928682,1.0000021484052202,0.9909159242029051,0.9999978351614803,1.000024744320548,0.9999996030844143,1.0,1.000044656378462]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.089468940640206,16.720688958152945,11.452958963661498,LEG_0_NOMINAL,1.0000016597028574,0.9989674797357383,1.000024744320548,1.0001423448299038,1.000044656378462,0.9945568143537795,0.9999996030844143,1.0000021484052202,1.000024744320548,1.0002590920928682,1.000044656378462,0.9999978351614803,1.0,0.9909159242029051
0.0025,-0.03,SUBJECT_V3_e00ebd07ff84f8269ae98cb3,13,MYOLEG_V3_K0013,32.194259708721475,1.0001736390555538,1.0002590920928682,1.0004821054674482,1.0004821054674482,36.447124367831094,30.84715009820355,16.728003081682644,11.011987738744534,"[1.0002590920928682,1.0000712055917576,0.9909159242029051,0.9987311369437473,1.000024744320548,0.9999996248421786,1.0,1.0004821054674482]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.090410433254313,16.728003081682644,11.44716376011574,LEG_0_NOMINAL,0.9999194620572592,0.9989674797357383,1.000024744320548,1.0001736390555538,1.0004821054674482,0.9940535680577536,0.9999996248421786,1.0000712055917576,1.000024744320548,1.0002590920928682,1.0004821054674482,0.9987311369437473,1.0,0.9909159242029051
0.005,-0.03,SUBJECT_V3_01cd3d65ca5d890d07365c74,14,MYOLEG_V3_K0014,32.19306057261588,1.0002043322502692,1.0002590920928682,1.0004793820546012,1.0004793820546012,36.44712516083875,30.849239176160896,16.727957546376967,10.99799595626135,"[1.0002590920928682,1.00013893394607,0.9909159242029051,0.9974621536176823,1.000024744320548,0.999999646599927,1.0,1.0004793820546012]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.09133384374068,16.727957546376967,11.4413625297279,LEG_0_NOMINAL,0.999836006786839,0.9989674797357383,1.000024744320548,1.0002043322502692,1.0004793820546012,0.9935497984003079,0.999999646599927,1.00013893394607,1.000024744320548,1.0002590920928682,1.0004793820546012,0.9974621536176823,1.0,0.9909159242029051
0.0075,-0.03,SUBJECT_V3_e72c7f3ad9d2c4eabde6ab40,15,MYOLEG_V3_K0015,32.191861139817824,1.0002344219467725,1.0002590920928682,1.0004766511182548,1.0004766511182548,36.44712595384587,30.851287102988692,16.727911885278814,10.984099822923508,"[1.0002590920928682,1.0002053281719585,0.9909159242029051,0.9962018451813773,1.000024744320548,0.9999996683576605,1.0,1.0004766511182548]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.092239097870806,16.727911885278814,11.43560535004109,LEG_0_NOMINAL,0.9997525270087211,0.9989674797357383,1.000024744320548,1.0002344219467725,1.0004766511182548,0.9930498540359612,0.9999996683576605,1.0002053281719585,1.000024744320548,1.0002590920928682,1.0004766511182548,0.9962018451813773,1.0,0.9909159242029051
0.01,-0.03,SUBJECT_V3_289c23b88f82c23f7aa517db,16,MYOLEG_V3_K0016,32.1906616290585,1.0002639148762678,1.0002704032668155,1.0004739126670348,1.0004739126670348,36.44712674685239,30.85329434128081,16.727866098532406,10.970299913060133,"[1.0002590920928682,1.0002704032668155,0.9909159242029051,0.994950263723556,1.000024744320548,0.9999996901153777,1.0,1.0004739126670348]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.093126398154215,16.727866098532406,11.4298923748762,LEG_0_NOMINAL,0.9996690379436852,0.9989674797357383,1.000024744320548,1.0002639148762678,1.0004739126670348,0.9925537483222759,0.9999996901153777,1.0002704032668155,1.000024744320548,1.0002590920928682,1.0004739126670348,0.994950263723556,1.0,0.9909159242029051
0.0125,-0.03,SUBJECT_V3_723573f948849ac143ed785c,17,MYOLEG_V3_K0017,32.189464436549464,1.0002929121973938,1.0003343825627784,1.0004711667097992,1.0004711667097992,36.44712753985835,30.855267779706708,16.727820186285854,10.95659354068396,"[1.0002590920928682,1.0003343825627784,0.9909159242029051,0.993707165638869,1.000024744320548,0.9999997118730795,1.0,1.0004711667097992]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.093998787967422,16.727820186285854,11.424222409498956,LEG_0_NOMINAL,0.9995857063841262,0.9989674797357383,1.000024744320548,1.0002929121973938,1.0004711667097992,0.9920613775104202,0.9999997118730795,1.0003343825627784,1.000024744320548,1.0002590920928682,1.0004711667097992,0.993707165638869,1.0,0.9909159242029051
0.015,-0.03,SUBJECT_V3_1f3625e88d8636b7636b364c,18,MYOLEG_V3_K0018,32.18826429859461,1.000321193925892,1.0003967808298175,1.000468413255195,1.000468413255195,36.44712833286375,30.85719245136854,16.72777414868373,10.94298736834394,"[1.0002590920928682,1.0003967808298175,0.9909159242029051,0.9924731551865336,1.000024744320548,0.9999997336307658,1.0,1.000468413255195]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.094849649042978,16.72777414868373,11.418598125762978,LEG_0_NOMINAL,0.9995021659421952,0.9989674797357383,1.000024744320548,1.000321193925892,1.000468413255195,0.9915729736199301,0.9999997336307658,1.0003967808298175,1.000024744320548,1.0002590920928682,1.000468413255195,0.9924731551865336,1.0,0.9909159242029051
0.0175,-0.03,SUBJECT_V3_a3fe25fafe7578ca45d0e1b7,19,MYOLEG_V3_K0019,32.18706496577938,1.0003489070232603,1.0004579224561794,1.0004656523120696,1.0004656523120696,36.44712912586853,30.85907836200679,16.727727985873962,10.929479164791946,"[1.0002590920928682,1.0004579224561794,0.9909159242029051,0.9912480300037217,1.000024744320548,0.9999997553884352,1.0,1.0004656523120696]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.09568340274496,16.727727985873962,11.41301851540791,LEG_0_NOMINAL,0.9994186776812153,0.9989674797357383,1.000024744320548,1.0003489070232603,1.0004656523120696,0.9910884490950733,0.9999997553884352,1.0004579224561794,1.000024744320548,1.0002590920928682,1.0004656523120696,0.9912480300037217,1.0,0.9909159242029051
0.02,-0.03,SUBJECT_V3_94a29360f3942e58e2c095f3,20,MYOLEG_V3_K0020,32.185873461206455,1.000376317905756,1.0005183953159156,1.0004628838890204,1.0004628838890204,36.44712991887276,30.860943644569392,16.7276816980003,10.916066076057643,"[1.0002590920928682,1.0005183953159156,0.9909159242029051,0.9900315312498769,1.000024744320548,0.9999997771460896,1.0,1.0004628838890204]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.09650806425615,16.7276816980003,11.407482316399122,LEG_0_NOMINAL,0.9993357305358669,0.9989674797357383,1.000024744320548,1.000376317905756,1.0004628838890204,0.990607694342762,0.9999997771460896,1.0005183953159156,1.000024744320548,1.0002590920928682,1.0004628838890204,0.9900315312498769,1.0,0.9909159242029051
0.0225,-0.03,SUBJECT_V3_2b75883c4b1db0922a0a757b,21,MYOLEG_V3_K0021,32.18467417071635,1.0004028036261159,1.0005768252197094,1.0004601079948596,1.0004601079948596,36.44713071187641,30.86274591225041,16.727635285210084,10.902761541327434,"[1.0002590920928682,1.0005768252197094,0.9909159242029051,0.9888248777906783,1.000024744320548,0.999999798903728,1.0,1.0004601079948596]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.097304892091966,16.727635285210084,11.40199498805508,LEG_0_NOMINAL,0.9992522375184116,0.9989674797357383,1.000024744320548,1.0004028036261159,1.0004601079948596,0.9901311834415634,0.999999798903728,1.0005768252197094,1.000024744320548,1.0002590920928682,1.0004601079948596,0.9888248777906783,1.0,0.9909159242029051
0.025,-0.03,SUBJECT_V3_3dba8b1dd3d24bbbec90c2e4,22,MYOLEG_V3_K0022,32.183472284013504,1.0004286577517616,1.0006338599693343,1.00045732463834,1.00045732463834,36.4471315048795,30.864505146465586,16.72758874764966,10.889544934966464,"[1.0002590920928682,1.0006338599693343,0.9909159242029051,0.9876261989862162,1.000024744320548,0.999999820661351,1.0,1.00045732463834]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.098082718283035,16.72758874764966,11.396547939584934,LEG_0_NOMINAL,0.9991685598781291,0.9989674797357383,1.000024744320548,1.0004286577517616,1.00045732463834,0.9896581703808088,0.999999820661351,1.0006338599693343,1.000024744320548,1.0002590920928682,1.00045732463834,0.9876261989862162,1.0,0.9909159242029051
0.0275,-0.03,SUBJECT_V3_c544f8fdd1ade10ed7d9dbc2,23,MYOLEG_V3_K0023,32.18227457982359,1.0004540915997417,1.0006899658437316,1.0004545338281605,1.0004545338281605,36.44713229788202,30.866235729567318,16.72754208546447,10.87642230401476,"[1.0002590920928682,1.0006899658437316,0.9909159242029051,0.9864360432721867,1.000024744320548,0.9999998424189585,1.0,1.0004545338281605]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.09884790034216,16.72754208546447,11.391143586279115,LEG_0_NOMINAL,0.9990851695695077,0.9989674797357383,1.000024744320548,1.0004540915997417,1.0004545338281605,0.9891888649004931,0.9999998424189585,1.0006899658437316,1.000024744320548,1.0002590920928682,1.0004545338281605,0.9864360432721867,1.0,0.9909159242029051
0.03,-0.03,SUBJECT_V3_ac125e924831bda091f98b43,24,MYOLEG_V3_K0024,32.18108482537364,1.000479227267043,1.0007454122563846,1.0004517355730482,1.0004517355730482,36.44713309088395,30.867945971602033,16.727495298800434,10.863396269646014,"[1.0002590920928682,1.0007454122563846,0.9909159242029051,0.9852546483756783,1.000024744320548,0.9999998641765496,1.0,1.0004517355730482]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71833338220439,29.528548589855493,16.631617823559303,11.743830996298593,36.71833338220439,30.099604111579968,16.727495298800434,11.385782927144344,LEG_0_NOMINAL,0.99900232894379,0.9989674797357383,1.000024744320548,1.000479227267043,1.0004517355730482,0.9887233537527774,0.9999998641765496,1.0007454122563846,1.000024744320548,1.0002590920928682,1.0004517355730482,0.9852546483756783,1.0,0.9909159242029051
-0.03,-0.0275,SUBJECT_V3_4595abd6516470533fdd6835,25,MYOLEG_V3_K0025,32.211485658757304,1.0013991315615485,1.0159773057335362,1.000038318863986,1.000038318863986,36.44711406967018,30.81650234561538,16.720582995276544,11.20214361977037,"[1.0002393850980598,0.9990775988961,0.9916918932333085,1.0159773057335362,1.000022731176928,0.9999993422915733,1.0,1.000038318863986]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.07654384425279,16.720582995276544,11.531752630414312,LEG_0_NOMINAL,1.0010067178979583,0.9990573607905637,1.000022731176928,0.9997127282011238,1.000038318863986,1.0013991315615485,0.9999993422915733,0.9990775988961,1.000022731176928,1.0002393850980598,1.000038318863986,1.0159773057335362,1.0,0.9916918932333085
-0.0275,-0.0275,SUBJECT_V3_ad4023aa19bfb95c0543a247,26,MYOLEG_V3_K0026,32.21029073714592,1.0008474716815385,1.0146011551181837,1.0000388266603466,1.0000388266603466,36.44711486176923,30.81911743513781,16.720591485602398,11.186970213092273,"[1.0002393850980598,0.9991623806578868,0.9916918932333085,1.0146011551181837,1.000022731176928,0.9999993640243923,1.0,1.0000388266603466]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.077699150816123,16.720591485602398,11.52539991342875,LEG_0_NOMINAL,1.000923601830597,0.9990573607905637,1.000022731176928,0.9997511293778787,1.0000388266603466,1.0008474716815385,0.9999993640243923,0.9991623806578868,1.000022731176928,1.0002393850980598,1.0000388266603466,1.0146011551181837,1.0,0.9916918932333085
-0.025,-0.0275,SUBJECT_V3_98a6cf6833654558d305c44d,27,MYOLEG_V3_K0027,32.209081881754614,1.0002994931427973,1.0132330897182888,1.0000393381288017,1.0000393381288017,36.447115653867755,30.821658856299,16.720600037325458,11.171885953823512,"[1.0002393850980598,0.9992447740756416,0.9916918932333085,1.0132330897182888,1.000022731176928,0.9999993857571967,1.0,1.0000393381288017]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.078821963233118,16.720600037325458,11.519089589446658,LEG_0_NOMINAL,1.0008395126749434,0.9990573607905637,1.000022731176928,0.9997884504833376,1.0000393381288017,1.0002994931427973,0.9999993857571967,0.9992447740756416,1.000022731176928,1.0002393850980598,1.0000393381288017,1.0132330897182888,1.0,0.9916918932333085
-0.0225,-0.0275,SUBJECT_V3_fc4a3ef1ca4ff928f09744e5,28,MYOLEG_V3_K0028,32.207878082236796,0.9998253633689439,1.011873213547599,1.0000398532766235,1.0000398532766235,36.44711644596574,30.82417236648246,16.720608650567318,11.156891988817401,"[1.0002393850980598,0.9993262626135273,0.9916918932333085,1.011873213547599,1.000022731176928,0.9999994074899864,1.0,1.0000398532766235]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.079932494279724,16.720608650567318,11.512822056290279,LEG_0_NOMINAL,1.0007557713259374,0.9990573607905637,1.000022731176928,0.9998253633689439,1.0000398532766235,0.9997552304915783,0.9999994074899864,0.9993262626135273,1.000022731176928,1.0002393850980598,1.0000398532766235,1.011873213547599,1.0,0.9916918932333085
-0.02,-0.0275,SUBJECT_V3_c9938986154724108916f770,29,MYOLEG_V3_K0029,32.20665869948116,0.999861111548484,1.010521935741288,1.0000403721110882,1.0000403721110882,36.44711723806315,30.826606461398185,16.720617325449634,11.141992829189446,"[1.0002393850980598,0.9994051764914429,0.9916918932333085,1.010521935741288,1.000022731176928,0.9999994292227603,1.0,1.0000403721110882]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.081007984927147,16.720617325449634,11.50659911509975,LEG_0_NOMINAL,1.0006709419881954,0.9990573607905637,1.000022731176928,0.999861111548484,1.0000403721110882,0.9992148401360379,0.9999994292227603,0.9994051764914429,1.000022731176928,1.0002393850980598,1.0000403721110882,1.010521935741288,1.0,0.9916918932333085
-0.0175,-0.0275,SUBJECT_V3_09bd238562b946ed1362620b,30,MYOLEG_V3_K0030,32.20545738833254,0.9998970219076085,1.0091770823832436,1.0000408946394648,1.0000408946394648,36.44711803016003,30.82905149324611,16.72062606209394,11.127164505387993,"[1.0002393850980598,0.9994844449470401,0.9916918932333085,1.0091770823832436,1.000022731176928,0.9999994509555196,1.0,1.0000408946394648]",MECHANICAL_ENDPOINT_FEATURE_VECTOR_V1,36.71825946475484,29.527966821633278,16.631617823559303,11.753027386152505,36.71825946475484,30.08208835477761,16.72062606209394,11.500410679930377,LEG_0_NOMINAL,1.0005873659542315,0.9990573607905637,1.000022731176928,0.9998970219076085,1.0000408946394648,0.9986774462287155,0.9999994509555196,0.9994844449470401,1.000022731176928,1.0002393850980598,1.0000408946394648,1.0091770823832436,1.0,0.9916918932333085
