case_id,semantic_id,iteration,event_type,predicted_delta_J,truth_delta_J,predicted_meaningful_improvement,truth_meaningful_improvement,false_improvement,truth_attached_posthoc,truth_used_for_selection
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,8,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00110859807879,-0.00110860666325,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,9,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00110674738003,-0.0011067559799,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,10,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00110489756325,-0.0011049061785,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,11,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00110304864079,-0.00110305727137,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,12,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0011012006248,-0.00110120927068,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,13,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00109935352724,-0.00109936218837,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,14,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00109750735986,-0.0010975160362,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,15,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00109566213422,-0.00109567082573,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,16,BUNDLE_AUTHORIZED_NEXT_STEP,-0.00109381786168,-0.00109382656831,False,False,False,False,False
knee_stiff__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,17,BUNDLE_AUTHORIZED_NEXT_STEP,-0.0010919745534,-0.00109198327511,False,False,False,False,False
heavy_leg__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,2,DIRECT_ONE_STEP,-0.00666528974099,-0.00667057051426,True,True,False,False,False
heavy_leg__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,3,DIRECT_ONE_STEP,-0.00655300359635,-0.00655304154774,True,True,False,False,False
heavy_leg__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,4,DIRECT_ONE_STEP,-0.00644182447333,-0.00644186303234,True,True,False,False,False
heavy_leg__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,5,DIRECT_ONE_STEP,-0.00633121629165,-0.00633125545255,True,True,False,False,False
heavy_leg__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,6,DIRECT_ONE_STEP,-0.00622122736161,-0.00622126711817,True,True,False,False,False
heavy_leg__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00666528974099,-0.00667057051426,True,True,False,False,False
heavy_leg__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00655300359635,-0.00655304154774,True,True,False,False,False
heavy_leg__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00644182447333,-0.00644186303234,True,True,False,False,False
heavy_leg__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00633121629165,-0.00633125545255,True,True,False,False,False
heavy_leg__matched_linear,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,6,DIRECT_ONE_STEP,-0.00622122736161,-0.00622126711817,True,True,False,False,False
heavy_leg__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00666528974099,-0.00667057051426,True,True,False,False,False
heavy_leg__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00655300359635,-0.00655304154774,True,True,False,False,False
heavy_leg__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00644182447333,-0.00644186303234,True,True,False,False,False
heavy_leg__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00633121629165,-0.00633125545255,True,True,False,False,False
heavy_leg__matched_linear,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,6,DIRECT_ONE_STEP,-0.00622122736161,-0.00622126711817,True,True,False,False,False
heavy_leg__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00666528974099,-0.00667057051426,True,True,False,False,False
heavy_leg__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00655300359635,-0.00655304154774,True,True,False,False,False
heavy_leg__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00644182447333,-0.00644186303234,True,True,False,False,False
heavy_leg__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00633121629165,-0.00633125545255,True,True,False,False,False
heavy_leg__matched_linear,S3_BUNDLE_ENDPOINT_TWO_GATE,6,DIRECT_ONE_STEP,-0.00622122736161,-0.00622126711817,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.00549376557307,-0.00714003214998,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00543144199902,-0.00700806334476,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00537041370914,-0.00688182977607,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00530999054425,-0.00675682029575,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00524996905166,-0.00663306782708,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.00549376557307,-0.00714003214998,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00543144199902,-0.00700806334476,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00537041370914,-0.00688182977607,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00530999054425,-0.00675682029575,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00524996905166,-0.00663306782708,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.00549376557307,-0.00714003214998,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00543144199902,-0.00700806334476,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00537041370914,-0.00688182977607,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00530999054425,-0.00675682029575,True,True,False,False,False
baseline__nonlinear_stiffness_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00524996905166,-0.00663306782708,True,True,False,False,False
baseline__hip_knee_coupling_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.00597583051053,-0.00613527390359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00589538625237,-0.00604593560597,True,True,False,False,False
baseline__hip_knee_coupling_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00581577112449,-0.00596180327359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00573652110029,-0.00587797064288,True,True,False,False,False
baseline__hip_knee_coupling_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00565764284131,-0.00579446769953,True,True,False,False,False
baseline__hip_knee_coupling_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.00597583051053,-0.00613527390359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00589538625237,-0.00604593560597,True,True,False,False,False
baseline__hip_knee_coupling_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00581577112449,-0.00596180327359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00573652110029,-0.00587797064288,True,True,False,False,False
baseline__hip_knee_coupling_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00565764284131,-0.00579446769953,True,True,False,False,False
baseline__hip_knee_coupling_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.00597583051053,-0.00613527390359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00589538625237,-0.00604593560597,True,True,False,False,False
baseline__hip_knee_coupling_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00581577112449,-0.00596180327359,True,True,False,False,False
baseline__hip_knee_coupling_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00573652110029,-0.00587797064288,True,True,False,False,False
baseline__hip_knee_coupling_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00565764284131,-0.00579446769953,True,True,False,False,False
baseline__nonlinear_damping_mild,S0_CURRENT_ADDITIVE_MARGIN,1,DIRECT_ONE_STEP,-0.0059080698603,-0.00591179376796,True,True,False,False,False
baseline__nonlinear_damping_mild,S0_CURRENT_ADDITIVE_MARGIN,2,DIRECT_ONE_STEP,-0.00583014704818,-0.00582929634889,True,True,False,False,False
baseline__nonlinear_damping_mild,S0_CURRENT_ADDITIVE_MARGIN,3,DIRECT_ONE_STEP,-0.0057529101987,-0.00575209259893,True,True,False,False,False
baseline__nonlinear_damping_mild,S0_CURRENT_ADDITIVE_MARGIN,4,DIRECT_ONE_STEP,-0.00567600132816,-0.00567521002104,True,True,False,False,False
baseline__nonlinear_damping_mild,S0_CURRENT_ADDITIVE_MARGIN,5,DIRECT_ONE_STEP,-0.00559944415833,-0.00559867513412,True,True,False,False,False
baseline__nonlinear_damping_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.0059080698603,-0.00591179376796,True,True,False,False,False
baseline__nonlinear_damping_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00583014704818,-0.00582929634889,True,True,False,False,False
baseline__nonlinear_damping_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.0057529101987,-0.00575209259893,True,True,False,False,False
baseline__nonlinear_damping_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00567600132816,-0.00567521002104,True,True,False,False,False
baseline__nonlinear_damping_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00559944415833,-0.00559867513412,True,True,False,False,False
baseline__nonlinear_damping_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.0059080698603,-0.00591179376796,True,True,False,False,False
baseline__nonlinear_damping_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00583014704818,-0.00582929634889,True,True,False,False,False
baseline__nonlinear_damping_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.0057529101987,-0.00575209259893,True,True,False,False,False
baseline__nonlinear_damping_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00567600132816,-0.00567521002104,True,True,False,False,False
baseline__nonlinear_damping_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00559944415833,-0.00559867513412,True,True,False,False,False
baseline__nonlinear_damping_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.0059080698603,-0.00591179376796,True,True,False,False,False
baseline__nonlinear_damping_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00583014704818,-0.00582929634889,True,True,False,False,False
baseline__nonlinear_damping_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.0057529101987,-0.00575209259893,True,True,False,False,False
baseline__nonlinear_damping_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00567600132816,-0.00567521002104,True,True,False,False,False
baseline__nonlinear_damping_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00559944415833,-0.00559867513412,True,True,False,False,False
baseline__structured_residual,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.00590321930374,-0.00586040879542,True,True,False,False,False
baseline__structured_residual,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00582552696211,-0.00577523854089,True,True,False,False,False
baseline__structured_residual,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00574845691293,-0.00569553867002,True,True,False,False,False
baseline__structured_residual,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.00567168340886,-0.00561627539421,True,True,False,False,False
baseline__structured_residual,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00559524514182,-0.00553747590443,True,True,False,False,False
baseline__structured_residual,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.00590321930374,-0.00586040879542,True,True,False,False,False
baseline__structured_residual,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00582552696211,-0.00577523854089,True,True,False,False,False
baseline__structured_residual,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00574845691293,-0.00569553867002,True,True,False,False,False
baseline__structured_residual,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.00567168340886,-0.00561627539421,True,True,False,False,False
baseline__structured_residual,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00559524514182,-0.00553747590443,True,True,False,False,False
baseline__structured_residual,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.00590321930374,-0.00586040879542,True,True,False,False,False
baseline__structured_residual,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00582552696211,-0.00577523854089,True,True,False,False,False
baseline__structured_residual,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00574845691293,-0.00569553867002,True,True,False,False,False
baseline__structured_residual,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.00567168340886,-0.00561627539421,True,True,False,False,False
baseline__structured_residual,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00559524514182,-0.00553747590443,True,True,False,False,False
baseline__combined_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,1,DIRECT_ONE_STEP,-0.00564564520518,-0.00685301672549,True,True,False,False,False
baseline__combined_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,2,DIRECT_ONE_STEP,-0.00557791355752,-0.00673359121706,True,True,False,False,False
baseline__combined_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,3,DIRECT_ONE_STEP,-0.00551136359254,-0.00661968160586,True,True,False,False,False
baseline__combined_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,4,DIRECT_ONE_STEP,-0.0054453547116,-0.00650668451481,True,True,False,False,False
baseline__combined_mild,S1_TWO_GATE_DIRECTION_AND_MAGNITUDE,5,DIRECT_ONE_STEP,-0.00537973678607,-0.0063946313282,True,True,False,False,False
baseline__combined_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,1,DIRECT_ONE_STEP,-0.00564564520518,-0.00685301672549,True,True,False,False,False
baseline__combined_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,2,DIRECT_ONE_STEP,-0.00557791355752,-0.00673359121706,True,True,False,False,False
baseline__combined_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,3,DIRECT_ONE_STEP,-0.00551136359254,-0.00661968160586,True,True,False,False,False
baseline__combined_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,4,DIRECT_ONE_STEP,-0.0054453547116,-0.00650668451481,True,True,False,False,False
baseline__combined_mild,S2_UNCERTAINTY_INTERVAL_DIRECTION_GATE,5,DIRECT_ONE_STEP,-0.00537973678607,-0.0063946313282,True,True,False,False,False
baseline__combined_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,1,DIRECT_ONE_STEP,-0.00564564520518,-0.00685301672549,True,True,False,False,False
baseline__combined_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,2,DIRECT_ONE_STEP,-0.00557791355752,-0.00673359121706,True,True,False,False,False
baseline__combined_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,3,DIRECT_ONE_STEP,-0.00551136359254,-0.00661968160586,True,True,False,False,False
baseline__combined_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,4,DIRECT_ONE_STEP,-0.0054453547116,-0.00650668451481,True,True,False,False,False
baseline__combined_mild,S3_BUNDLE_ENDPOINT_TWO_GATE,5,DIRECT_ONE_STEP,-0.00537973678607,-0.0063946313282,True,True,False,False,False
prospective_subject_001__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,2,DIRECT_ONE_STEP,-0.00635061106775,-0.00635568523777,True,True,False,False,False
prospective_subject_001__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,3,DIRECT_ONE_STEP,-0.00625377155773,-0.00625380720253,True,True,False,False,False
prospective_subject_001__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,4,DIRECT_ONE_STEP,-0.00615784584606,-0.00615788202133,True,True,False,False,False
prospective_subject_001__matched_linear,S0_CURRENT_ADDITIVE_MARGIN,5,DIRECT_ONE_STEP,-0.00606237123961,-0.00606240794113,True,True,False,False,False
