case_id,subject_id,scenario_name,policy_id,iteration,trial_purpose,trajectory_id,delta_J_pred,delta_J_actual,predicted_direction,actual_direction,executed_false_improvement,false_improvement_executed_as_exploit,best_updated
baseline__matched_linear,baseline,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,11,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,0.0259005049223,0.0259049064666,WORSE,WORSE,False,False,False
baseline__matched_linear,baseline,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,12,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,0.025434941521,0.0254393431044,WORSE,WORSE,False,False,False
baseline__matched_linear,baseline,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,13,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,0.0249726521134,0.0249770537307,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,-6.86763465457e-05,-6.95365076068e-05,NEUTRAL,NEUTRAL,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.00594152473249,-0.00594423855895,IMPROVE,IMPROVE,False,False,True
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,3,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00586212927914,-0.00586214441739,IMPROVE,IMPROVE,False,False,True
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,4,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.00578383630714,-0.00578385186107,IMPROVE,IMPROVE,False,False,True
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,5,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,-0.00570581642967,-0.00570583240124,IMPROVE,IMPROVE,False,False,True
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,6,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,-0.00562809725397,-0.00562811364489,IMPROVE,IMPROVE,False,False,True
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,7,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.0287896971976,0.0287916145779,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,8,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.0287296273734,0.0287315454107,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,9,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,0.0286725285328,0.028674447224,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,10,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,0.0286184110137,0.0286203303555,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,11,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,0.0285672851418,0.0285692051312,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,12,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,0.0285191612307,0.0285210818643,WORSE,WORSE,False,False,False
hip_stiff__matched_linear,hip_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,13,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,0.0284740495812,0.028475970856,WORSE,WORSE,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,-0.000376314053928,-0.000375756222738,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,2,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,-0.000746303166305,-0.000745745456048,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,3,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,-0.00111491555967,-0.00111435797291,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,4,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,-0.00148213901663,-0.00148158155591,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,5,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,-0.00184796140393,-0.00184740407181,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,6,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,-0.00221237067269,-0.00221181347173,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,7,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,-0.00257535485861,-0.00257479779137,NEUTRAL,NEUTRAL,False,False,False
knee_stiff__matched_linear,knee_stiff,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,8,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,-0.0029369020822,-0.00293634515125,NEUTRAL,NEUTRAL,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,1,EXPLORE,asym_h+0.250_k+0.000_p+0.00000,-0.000651726461822,-0.00065231965009,NEUTRAL,NEUTRAL,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,2,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.00666528974099,-0.00667057051426,IMPROVE,IMPROVE,False,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,3,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00655300359635,-0.00655304154774,IMPROVE,IMPROVE,False,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,4,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.00644182447333,-0.00644186303234,IMPROVE,IMPROVE,False,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,5,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,-0.00633121629165,-0.00633125545255,IMPROVE,IMPROVE,False,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,6,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,-0.00622122736161,-0.00622126711817,IMPROVE,IMPROVE,False,False,True
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,7,EXPLORE,asym_h+0.500_k+0.000_p+0.00000,0.0309191977138,0.0309240410168,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,8,EXPLORE,asym_h+0.750_k+0.000_p+0.00000,0.0302824305897,0.0302872741735,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,9,EXPLORE,asym_h+1.000_k+0.000_p+0.00000,0.0296505495089,0.0296553933643,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,10,EXPLORE,asym_h+1.250_k+0.000_p+0.00000,0.029023570208,0.0290284143257,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,11,EXPLORE,asym_h+1.500_k+0.000_p+0.00000,0.0284015082807,0.0284063526514,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,12,EXPLORE,asym_h+1.750_k+0.000_p+0.00000,0.0277843791768,0.0277892237913,WORSE,WORSE,False,False,False
heavy_leg__matched_linear,heavy_leg,matched_linear,P2_DECISION_GUARDED_EXPLORE_EXPLOIT,13,EXPLORE,asym_h+2.000_k+0.000_p+0.00000,0.0271721982021,0.027177043051,WORSE,WORSE,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.00549376557307,-0.00714003214998,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,2,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00543144199902,-0.00700806334476,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,3,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.00537041370914,-0.00688182977607,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,4,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,-0.00530999054425,-0.00675682029575,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,5,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,-0.00524996905166,-0.00663306782708,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,6,EXPLOIT,asym_h+1.000_k-5.000_p+0.00000,-0.00134684544369,-0.000975806672537,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,7,EXPLOIT,asym_h+0.500_k-5.000_p+0.00000,-0.000680180738783,-0.000494468560926,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,8,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343451333075,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,9,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343461945341,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,10,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343471096458,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,11,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343479057401,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,12,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343486038567,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,13,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.00034349220511,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,14,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343497688023,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,15,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343502592278,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,16,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343507002849,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,17,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343510989234,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,18,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343514608625,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,19,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343517908593,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_stiffness_mild,baseline,nonlinear_stiffness_mild,P0_SUPPORTED_ONLY_GREEDY,20,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000343520928896,-0.000248867891759,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.00597583051053,-0.00613527390359,IMPROVE,IMPROVE,False,False,True
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,2,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00589538625237,-0.00604593560597,IMPROVE,IMPROVE,False,False,True
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,3,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.00581577112449,-0.00596180327359,IMPROVE,IMPROVE,False,False,True
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,4,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,-0.00573652110029,-0.00587797064288,IMPROVE,IMPROVE,False,False,True
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,5,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,-0.00565764284131,-0.00579446769953,IMPROVE,IMPROVE,False,False,True
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,6,EXPLOIT,asym_h+1.000_k-5.000_p+0.00000,-0.00170381399201,-0.00187824044412,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,7,EXPLOIT,asym_h+0.500_k-5.000_p+0.00000,-0.000860499223339,-0.000945375338988,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,8,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000434119322353,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,9,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000434080963856,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,10,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000434048637516,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,11,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000434021027142,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,12,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.00043399717301,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,13,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433976358911,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,14,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.00043395803962,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,15,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433941792767,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,16,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433927286124,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,17,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433914254778,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,18,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433902484934,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,19,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000433891802148,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__hip_knee_coupling_mild,baseline,hip_knee_coupling_mild,P0_SUPPORTED_ONLY_GREEDY,20,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.0004338820627,-0.000474244534893,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.0059080698603,-0.00591179376796,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,2,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00583014704818,-0.00582929634889,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,3,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.0057529101987,-0.00575209259893,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,4,EXPLOIT,asym_h+0.000_k-4.000_p+0.00000,-0.00567600132816,-0.00567521002104,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,5,EXPLOIT,asym_h+0.000_k-5.000_p+0.00000,-0.00559944415833,-0.00559867513412,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,6,EXPLOIT,asym_h+1.000_k-5.000_p+0.00000,-0.0017844828931,-0.00178002549302,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,7,EXPLOIT,asym_h+0.500_k-5.000_p+0.00000,-0.000901028978915,-0.000896410286992,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,8,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454497482641,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,9,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454496918244,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,10,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.00045449648022,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,11,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454496136113,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,12,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495863059,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,13,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495644589,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,14,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495468614,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,15,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495326111,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,16,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495210243,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,17,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495115765,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,18,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454495038603,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,19,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454494975561,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P0_SUPPORTED_ONLY_GREEDY,20,EXPLOIT,asym_h+0.250_k-5.000_p+0.00000,-0.000454494924106,-0.000449797096646,NEUTRAL,NEUTRAL,False,False,False
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,1,EXPLOIT,asym_h+0.000_k-1.000_p+0.00000,-0.0059080698603,-0.00591179376796,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,2,EXPLOIT,asym_h+0.000_k-2.000_p+0.00000,-0.00583014704818,-0.00582929634889,IMPROVE,IMPROVE,False,False,True
baseline__nonlinear_damping_mild,baseline,nonlinear_damping_mild,P1_DECISION_GUARDED_EXPLOIT_ONLY,3,EXPLOIT,asym_h+0.000_k-3.000_p+0.00000,-0.0057529101987,-0.00575209259893,IMPROVE,IMPROVE,False,False,True
