case_id,bo_variant,query_index,trajectory_id,hip_delta,knee_delta,phase_delta,J_pred,J_truth,residual,truth_was_queried,posterior_residual_mean_before_query,posterior_std_before_query,posterior_total_J_mean_before_query,acquisition_EI,query_rule,incumbent_before_query,fitted_kernel_before_query,truth_authorization_token,unqueried_truth_used,subject_id,scenario_name,case_class,development_origin,mismatch_family,mismatch_level,model_mismatch_terms,truth_generator_parameters_json,truth_generator_seed
hip_stiff__matched_linear,BO_A_FULL_FEASIBLE,1,asym_h-1.000_k-5.000_p+0.03000,-1,-5,0.03,0.971025115267,0.971025115267,3.33066907388e-16,True,0,0.01,0.971025115267,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_A_FULL_FEASIBLE,2,asym_h+1.250_k-5.000_p+0.03000,1.25,-5,0.03,0.970905205669,0.970905205669,4.4408920985e-16,True,1.24575341527e-16,9.27465001505e-05,0.970905205669,0.000124196532474,EXPECTED_IMPROVEMENT_MAXIMUM,0.971025115267,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",a38b65f7304634448a3e43e20c68a3e2bf725c4122fdfa0dec226fe7e1e18b5d,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_A_FULL_FEASIBLE,3,asym_h+1.250_k-5.000_p+0.01750,1.25,-5,0.0175,0.970939581016,0.970939581016,3.33066907388e-16,True,2.70751240345e-16,7.81015090908e-05,0.970939581016,1.69404975998e-05,EXPECTED_IMPROVEMENT_MAXIMUM,0.970905205669,"0.0001**2 * Matern(length_scale=[2, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",f7df9b687a04abb1a903b4ec0b380f17b334046ef9456bdbb990985c49aeaf0d,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_A_FULL_FEASIBLE,4,asym_h+1.500_k-5.000_p+0.03000,1.5,-5,0.03,0.970906152637,0.970906152637,2.22044604925e-16,True,4.50853286812e-16,2.67344544029e-06,0.970906152637,6.59283742301e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.970905205669,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",1f1329a016b0013953d12c73fdfde6cb36ff0a24c9eb6250c2bcf75e390a1d4c,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_A_FULL_FEASIBLE,5,asym_h+1.000_k-5.000_p+0.03000,1,-5,0.03,0.970907140218,0.970907140218,4.4408920985e-16,True,5.34199096202e-16,1.98510451675e-06,0.970907140218,1.73567882315e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.970905205669,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",3206fa7860d63cb7673d5484476280fc5ae65c12f15eb9053eabc2a65ceb75b6,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_B_MODEL_SCREENED,1,asym_h-1.000_k-5.000_p+0.03000,-1,-5,0.03,0.971025115267,0.971025115267,3.33066907388e-16,True,0,0.01,0.971025115267,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_B_MODEL_SCREENED,2,asym_h-1.000_k-5.000_p+0.01750,-1,-5,0.0175,0.97106503536,0.97106503536,3.33066907388e-16,True,2.07749630464e-16,7.81665034643e-05,0.97106503536,1.52044425574e-05,EXPECTED_IMPROVEMENT_MAXIMUM,0.971025115267,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",6e5d00acdab5eb2bd218aaab3ce9b092ac45e25ba8b838f128e994d44f30a71b,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_B_MODEL_SCREENED,3,asym_h-1.500_k-5.000_p+0.03000,-1.5,-5,0.03,0.971082702473,0.971082702473,2.22044604925e-16,True,3.1241679776e-16,3.49601961935e-05,0.971082702473,7.26292005203e-07,EXPECTED_IMPROVEMENT_MAXIMUM,0.971025115267,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",4749eba9ef759b2b59c97db9941736a54027e89b2b104059cb36cc482581c88f,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_B_MODEL_SCREENED,4,asym_h-1.000_k-5.000_p+0.02750,-1,-5,0.0275,0.971030992465,0.971030992465,4.4408920985e-16,True,3.3418667775e-16,1.90174354475e-06,0.971030992465,5.26143345993e-10,EXPECTED_IMPROVEMENT_MAXIMUM,0.971025115267,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",cdbf887d2f5a6060b38980495774e90d42174b6588cd60e1c955454ee81e5413,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
hip_stiff__matched_linear,BO_B_MODEL_SCREENED,5,asym_h-1.000_k-5.000_p-0.01500,-1,-5,-0.015,0.97128721728,0.97128721728,0,True,-7.3813530069e-16,4.19292370611e-05,0.97128721728,1.30488690285e-15,EXPECTED_IMPROVEMENT_MAXIMUM,0.971025115267,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",783dedcc5ebc90169d69834c43e81c9469d82a6d7b34d9f4978d12490931474e,False,hip_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_A_FULL_FEASIBLE,1,asym_h-1.000_k-5.000_p+0.03000,-1,-5,0.03,0.97924745354,0.97924745354,0,True,0,0.01,0.97924745354,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_A_FULL_FEASIBLE,2,asym_h+2.000_k-5.000_p+0.03000,2,-5,0.03,0.974773873094,0.974773873094,0,True,0,9.77631429596e-05,0.974773873094,0.0044735804462,EXPECTED_IMPROVEMENT_MAXIMUM,0.97924745354,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",07857804fb0fc975babac4cf68cee347284dfa45b0ce4fda8575a4d3c71e23f6,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_A_FULL_FEASIBLE,3,asym_h+2.000_k-5.000_p+0.02000,2,-5,0.02,0.974851508348,0.974851508348,-1.11022302463e-16,True,0,6.85073222854e-05,0.974851508348,4.40014503452e-06,EXPECTED_IMPROVEMENT_MAXIMUM,0.974773873094,"0.0001**2 * Matern(length_scale=[2, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",7256c269f4f757c8b33f4dfe6a796ee6c2f6d768ce7d6d01a772e82fd06a49fe,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_A_FULL_FEASIBLE,4,asym_h+2.000_k-5.000_p-0.03000,2,-5,-0.03,0.975172420149,0.975172420149,0,True,-2.77193409968e-16,6.67643310395e-05,0.975172420149,1.26519051275e-14,EXPECTED_IMPROVEMENT_MAXIMUM,0.974773873094,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",360675e3b51af97b7c24542d68a5fb3882ff7fe0e5b6742dedf3e20279d29841,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_A_FULL_FEASIBLE,5,asym_h+2.000_k-5.000_p+0.02750,2,-5,0.0275,0.974793314821,0.974793314821,-1.11022302463e-16,True,-2.9622619194e-17,1.61319047597e-06,0.974793314821,1.25425517422e-40,EXPECTED_IMPROVEMENT_MAXIMUM,0.974773873094,"0.0001**2 * Matern(length_scale=[2, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",813f4eb0bc02df4eaac2a06d6d497b009ea1fc652956816dd289782d2fd143bd,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_B_MODEL_SCREENED,1,asym_h-1.000_k-5.000_p+0.03000,-1,-5,0.03,0.97924745354,0.97924745354,0,True,0,0.01,0.97924745354,,FIXED_MODEL_PREDICTED_C1,1,ZERO_RESIDUAL_PRIOR_BEFORE_FIRST_QUERY,26857f469e87202a87f6bdfaf3a097195a9d08d724a902dd036f54ae205d5acc,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_B_MODEL_SCREENED,2,asym_h-1.000_k-5.000_p+0.02000,-1,-5,0.02,0.979322898027,0.979322898027,0,True,0,6.85940486345e-05,0.979322898027,4.70810656366e-06,EXPECTED_IMPROVEMENT_MAXIMUM,0.97924745354,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 0.5], nu=2.5) + WhiteKernel(noise_level=1e-12)",31e338ac82fdef7dfd426ae409a5fab99bb70f6c1e4ca14521e203636ac268bd,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_B_MODEL_SCREENED,3,asym_h-1.000_k-5.000_p-0.03000,-1,-5,-0.03,0.979635923318,0.979635923318,0,True,0,6.68174555513e-05,0.979635923318,3.32517802215e-14,EXPECTED_IMPROVEMENT_MAXIMUM,0.97924745354,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",99576d48278448081a83d126c19c971c21549b990b1b18aab7b55b0653537354,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
knee_stiff__matched_linear,BO_B_MODEL_SCREENED,4,asym_h-1.000_k-5.000_p+0.02750,-1,-5,0.0275,0.979266330596,0.979266330596,0,True,0,1.61427665737e-06,0.979266330596,9.32832765573e-39,EXPECTED_IMPROVEMENT_MAXIMUM,0.97924745354,"0.0001**2 * Matern(length_scale=[0.5, 0.5, 2], nu=2.5) + WhiteKernel(noise_level=1e-12)",cdbf887d2f5a6060b38980495774e90d42174b6588cd60e1c955454ee81e5413,False,knee_stiff,matched_linear,MATCHED,ORIGINAL_P2_DEVELOPMENT,matched_linear,MATCHED,,"{""b2_hip_nm_s2_per_rad2"":0.0,""b2_knee_nm_s2_per_rad2"":0.0,""k3_hip_nm_per_rad3"":0.0,""k3_knee_nm_per_rad3"":0.0,""k_coupling_asymmetry"":0.0,""k_coupling_nm_per_rad"":0.0,""residual_torque_frequency"":0.0,""residual_torque_scale_nm"":0.0}",20260802
