subject_id,trajectory_id,axis_value,J_truth,profile_axis,axis_step,truth_role
baseline,asym_h+0.000_k+0.000_p-0.00750,-0.0075,1.00007345527,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p-0.00500,-0.005,1.00004806826,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p-0.00250,-0.0025,1.00002345459,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.00000,0,1,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.00250,0.0025,0.999976648162,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.00500,0.005,0.999954471196,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.00750,0.0075,0.999933100638,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.01000,0.01,0.999912563592,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.01250,0.0125,0.999892847375,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.01500,0.015,0.999873957361,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.01750,0.0175,0.99985594294,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.02000,0.02,0.999838977116,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.02250,0.0225,0.999822807471,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.02500,0.025,0.999807292531,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.02750,0.0275,0.999792655708,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
baseline,asym_h+0.000_k+0.000_p+0.03000,0.03,0.999779189631,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-5.000_k+0.000_p+0.00000,-5,1.00192042468,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-4.750_k+0.000_p+0.00000,-4.75,1.00179763063,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-4.500_k+0.000_p+0.00000,-4.5,1.00167757748,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-4.250_k+0.000_p+0.00000,-4.25,1.00156027578,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-4.000_k+0.000_p+0.00000,-4,1.00144573607,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-3.750_k+0.000_p+0.00000,-3.75,1.00133396889,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-3.500_k+0.000_p+0.00000,-3.5,1.00122498478,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-3.250_k+0.000_p+0.00000,-3.25,1.00111879424,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-3.000_k+0.000_p+0.00000,-3,1.00101540781,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-2.750_k+0.000_p+0.00000,-2.75,1.00091483597,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-2.500_k+0.000_p+0.00000,-2.5,1.00081708924,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-2.250_k+0.000_p+0.00000,-2.25,1.00072217808,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-2.000_k+0.000_p+0.00000,-2,1.00063011299,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-1.750_k+0.000_p+0.00000,-1.75,1.00054090442,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-1.500_k+0.000_p+0.00000,-1.5,1.00045456284,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-1.250_k+0.000_p+0.00000,-1.25,1.00037109869,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-1.000_k+0.000_p+0.00000,-1,1.00029052241,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-0.750_k+0.000_p+0.00000,-0.75,1.00021284443,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-0.500_k+0.000_p+0.00000,-0.5,1.00013807516,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h-0.250_k+0.000_p+0.00000,-0.25,1.00006622502,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.250_k+0.000_p+0.00000,0.25,0.999931323653,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.500_k+0.000_p+0.00000,0.5,0.999868293195,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.750_k+0.000_p+0.00000,0.75,0.999808223371,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+1.000_k+0.000_p+0.00000,1,0.99975112453,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+1.250_k+0.000_p+0.00000,1.25,0.999697007011,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+1.500_k+0.000_p+0.00000,1.5,0.999645881139,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+1.750_k+0.000_p+0.00000,1.75,0.999597757228,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+2.000_k+0.000_p+0.00000,2,0.999552645579,hip_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-5.000_p+0.00000,-5,0.971078595998,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-4.750_p+0.00000,-4.75,0.972478351611,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-4.500_p+0.00000,-4.5,0.97388294959,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-4.250_p+0.00000,-4.25,0.975292395113,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-4.000_p+0.00000,-4,0.976706693252,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-3.750_p+0.00000,-3.75,0.978125848972,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-3.500_p+0.00000,-3.5,0.979549867133,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-3.250_p+0.00000,-3.25,0.980978752487,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-3.000_p+0.00000,-3,0.982412509681,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-2.750_p+0.00000,-2.75,0.983851143252,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-2.500_p+0.00000,-2.5,0.98529465763,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-2.250_p+0.00000,-2.25,0.986743057138,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-2.000_p+0.00000,-2,0.988196345988,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-1.750_p+0.00000,-1.75,0.989654528286,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-1.500_p+0.00000,-1.5,0.991117608026,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-1.250_p+0.00000,-1.25,0.992585589095,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-1.000_p+0.00000,-1,0.994058475268,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-0.750_p+0.00000,-0.75,0.995536270211,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-0.500_p+0.00000,-0.5,0.997018977479,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k-0.250_p+0.00000,-0.25,0.998506600518,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.250_p+0.00000,0.25,1.00149660713,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.500_p+0.00000,0.5,1.00299899704,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.750_p+0.00000,0.75,1.00450631538,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+1.000_p+0.00000,1,1.00601856505,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+1.250_p+0.00000,1.25,1.00753574881,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+1.500_p+0.00000,1.5,1.00905786934,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+1.750_p+0.00000,1.75,1.01058492917,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+2.000_p+0.00000,2,1.01211693075,knee_delta,0.25,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.03000,-0.03,1.00040064062,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.02750,-0.0275,1.00036234986,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.02500,-0.025,1.00032504857,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.02250,-0.0225,1.00028853873,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.02000,-0.02,1.0002527805,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.01750,-0.0175,1.00021779861,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.01500,-0.015,1.00018373851,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.01250,-0.0125,1.00015069849,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.01000,-0.01,1.0001185885,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.00750,-0.0075,1.00008730457,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.00500,-0.005,1.00005698886,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p-0.00250,-0.0025,1.00002759856,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00000,0,1,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00250,0.0025,0.999971665969,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00500,0.005,0.999945139481,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.00750,0.0075,0.999919571203,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.01000,0.01,0.999894986302,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.01250,0.0125,0.999871349807,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
hip_stiff,asym_h+0.000_k+0.000_p+0.01500,0.015,0.999848709192,phase_delta,0.0025,POST_HOC_ROOT_CAUSE_AND_COUNTERFACTUAL_ONLY
