factor_id,factor_name,sign,sign_label,model_id,z,level_role,response_id,response_role,units,candidate_count,delta_mean,delta_population_SD,delta_range,delta_RMS,normalized_spread,normalized_range,beta_polynomial_coefficients,beta_polynomial_R2,effect_resolution_gate_pass,configuration_dependence_gate_pass
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F2_RECTUS_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F2_HAMSTRING_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.01673958228828341,0.00016448811701234444,0.0006036415618101421,0.01674039042336976,0.0002487418991847881,0.0009128376641350811,"[0.016710257816809237,-0.006563001662407156,0.003465640901140741,0.03955973907031917,0.020951075082750417,0.0013617404881628326]",0.9999239343988581,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F2_HAMSTRING_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.013976706941768925,0.00014267363336448253,0.0005233691367939608,0.013977435126007525,0.0002584022169818282,0.0009478958519401669,"[0.013950726230714545,-0.005693479458356618,0.0029994720525008825,0.035582747350535814,0.018028243714076353,0.0012246180437688117]",0.9999098157495061,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.01673958228828341,0.00016448811701234444,0.0006036415618101421,0.01674039042336976,0.0002487418991847881,0.0009128376641350811,"[0.016710257816809237,-0.006563001662407156,0.003465640901140741,0.03955973907031917,0.020951075082750417,0.0013617404881628326]",0.9999239343988581,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.013976706941768925,0.00014267363336448253,0.0005233691367939608,0.013977435126007525,0.0002584022169818282,0.0009478958519401669,"[0.013950726230714545,-0.005693479458356618,0.0029994720525008825,0.035582747350535814,0.018028243714076353,0.0012246180437688117]",0.9999098157495061,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.014185396642814178,0.00032807258360235356,0.0012489117084442114,0.014189189882938182,9.119183417911356e-06,3.471504633829479e-05,"[-0.014131226656798201,0.011861968608445628,-0.008884245793929664,-0.044902442631679626,-0.06687689359177472,-0.0005286391369386821]",0.9999106199674701,True,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.012272981322293793,0.0002329289357883918,0.0008556047715266857,0.012275191502640592,2.1029007882212313e-05,7.724467303125767e-05,"[-0.012227609291071228,0.00926358727086908,-0.004945446941760967,-0.044234778732838556,-0.04939004759945011,-0.002035075175915022]",0.9999054540918414,True,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_RECTUS_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_RECTUS_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_HAMSTRING_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.016326280528976837,0.00016042689093297228,0.0005887375985456078,0.01632706871113681,0.00024260043981161035,0.0008902996219036028,"[-0.016297680081283114,0.006400960574002933,-0.003380073922411497,-0.03858300563254515,-0.020433791195788666,-0.0013281189956373953]",0.9999239343988551,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_HAMSTRING_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.013631620817822578,0.0001391510088054707,0.0005104471067649552,0.013632331023128271,0.00025202224351246336,0.0009244922199679539,"[-0.013606281572809738,0.005552906949664253,-0.002925414823657088,-0.0347042061881892,-0.017583124790692985,-0.0011943821163904263]",0.9999098157495069,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.016326280528976837,0.00016042689093297228,0.0005887375985456078,0.01632706871113681,0.00024260043981161035,0.0008902996219036028,"[-0.016297680081283114,0.006400960574002933,-0.003380073922411497,-0.03858300563254515,-0.020433791195788666,-0.0013281189956373953]",0.9999239343988551,True,True
S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE,F2 fpmax balance,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F2_RECTUS_HAMSTRING_FPMAX_BALANCE_POSITIVE_PRIMARY,0.025,PRIMARY,S1F2_NET_DECLARED_BIARTICULAR_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.013631620817822578,0.0001391510088054707,0.0005104471067649552,0.013632331023128271,0.00025202224351246336,0.0009244922199679539,"[-0.013606281572809738,0.005552906949664253,-0.002925414823657088,-0.0347042061881892,-0.017583124790692985,-0.0011943821163904263]",0.9999098157495069,True,True
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.10978496519415924,3.647213257328353e-05,0.0001344648845673646,0.1097849712524406,1.013788055454463e-06,3.7376178532623937e-06,"[-0.10978441048539048,0.0014625575579497677,-0.000777202746130949,-0.0022897021456120205,0.001145065003608327,6.219096349010232e-06]",0.9999977856817687,True,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F3_DECLARED_HIP_ANTAGONIST_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.1704260233515871,3.7436404817835613e-16,8.881784197001252e-16,0.1704260233515871,5.4235152010117605e-17,1.28672856912779e-16,"[-0.170426023351587,2.1147105230954593e-15,2.114710523095536e-15,8.90475889295294e-15,-4.84527696496002e-13,-5.805087710458328e-14]",,True,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.11305306088623833,3.6824037878289086e-05,0.00013554322789133266,0.11305306688346528,1.023569698854362e-06,3.7675917402930266e-06,"[0.11305250071171916,-0.0014807232209891807,0.0007770184811847903,0.002317374122381645,-0.0011614584477804832,-7.5352146889532985e-06]",0.9999978580099985,True,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F3_HIP_MONO_ANTAGONIST_F0,F3 hip F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F3_HIP_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,S1F3_DECLARED_HIP_ANTAGONIST_HIP_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.17474037867323017,4.099507408413545e-16,8.881784197001252e-16,0.17474037867323017,5.9390694310471e-17,1.28672856912779e-16,"[0.17474037867323042,-8.45884209238214e-15,-4.1032035030527865e-32,-1.6189292087960897e-13,-1.6189292087960892e-13,-1.161017542091668e-13]",,True,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.045563362629037894,0.000589625808102248,0.0022719646916176117,0.04556717758056546,5.323188260904725e-05,0.00020511476277699904,"[0.045577989331953526,0.018738139096012647,-0.019132382553177518,-0.02185686319554177,-0.008325222185865592,-0.007110832203902909]",0.999999685549422,True,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,-1,NEGATIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_NEGATIVE_PRIMARY,-0.025,PRIMARY,S1F4_DECLARED_KNEE_ANTAGONIST_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,-0.12637832498550805,0.0005450599209786425,0.0020918262569233903,0.12637950038063983,0.00010648544548965734,0.0004086689229608166,"[-0.12635425105593134,-0.015857783574734278,0.01899885026297879,-0.008074383359630592,-0.04160197925921568,-0.00238401810385867]",0.9999992686964017,True,True
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,HIP_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,0.0,0.0,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0]",,False,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,KNEE_REQUIRED_TORQUE_RMS,PRIMARY_REQUIRED_TORQUE,N*m,13,-0.045408748362421585,0.0005901013542635921,0.0022737729952293506,0.04541258247941895,5.327481529124671e-05,0.00020527801785209728,"[-0.04542445130783842,-0.01880758250510136,0.019093800231793193,0.02262914067955199,0.00977376256148754,0.007237375376067522]",0.9999996275613804,True,False
S1F4_KNEE_MONO_ANTAGONIST_F0,F4 knee F0,1,POSITIVE,STRUCTURAL_DIAGNOSTIC_S1F4_KNEE_MONO_ANTAGONIST_F0_POSITIVE_PRIMARY,0.025,PRIMARY,S1F4_DECLARED_KNEE_ANTAGONIST_KNEE_CONTRIBUTION_RMS,PRIMARY_MECHANISTIC_COMPONENT,N*m,13,0.1295776075141908,0.00055885817857144,0.002144781090733794,0.12957881266459204,0.00010918113737636215,0.0004190144260002018,"[0.12955292415018566,0.01625922527716672,-0.019479808447233526,0.008278787347561496,0.042655138377522286,0.0024443698093655005]",0.9999992686964019,True,True
