subject_id,spearman_MYOLEG_VP_001,spearman_MYOLEG_VP_002,spearman_MYOLEG_VP_003,spearman_MYOLEG_VP_005,spearman_MYOLEG_VP_006,spearman_MYOLEG_VP_007,spearman_MYOLEG_VP_009,spearman_MYOLEG_VP_010,spearman_MYOLEG_VP_011,spearman_MYOLEG_VP_013,spearman_MYOLEG_VP_014,spearman_MYOLEG_VP_015,spearman_MYOLEG_VP_017,spearman_MYOLEG_VP_018,spearman_MYOLEG_VP_019,spearman_MYOLEG_VP_021,spearman_MYOLEG_VP_022,spearman_MYOLEG_VP_023,spearman_MYOLEG_VP_025,spearman_MYOLEG_VP_026,spearman_MYOLEG_VP_027,spearman_MYOLEG_VP_029,spearman_MYOLEG_VP_030,spearman_MYOLEG_VP_031
MYOLEG_VP_014,0.9998422216760875,0.9999659867289261,0.9999732612435489,0.9999724256574098,0.9999927254853773,0.9999833374293439,0.9999512410911773,0.9999784713688867,0.9999732120914231,0.9999827967559599,1.0,0.9999724256574098,0.9999831408208405,0.9999895797493242,0.9999976898500861,0.9999315310887197,0.9999679528139593,0.9999660850331777,0.9998578028999756,0.9998091914475302,0.9999345293683952,0.9999940525927746,0.9998895551732613,0.9999971491767019
MYOLEG_VP_015,0.9999267141803884,0.9999068567215533,0.999999164413861,0.9999179651019907,0.9999839764069797,0.9999386089948392,0.999989383140821,0.9999295158515608,0.9999193905136399,0.9999380683214549,0.9999724256574098,1.0,0.9999932170066357,0.9999877611206686,0.9999672646841978,0.9998488080609488,0.999997739002212,0.9999965101990662,0.999937478495945,0.9999053821577784,0.9998538215777834,0.9999604325387074,0.9999574834111578,0.9999782747603835
MYOLEG_VP_017,0.9999024821823546,0.9999306955025805,0.9999938068321457,0.9999402310149915,0.9999924305726224,0.9999565495207668,0.9999802899975426,0.9999495699188992,0.9999413123617598,0.9999562054558861,0.9999831408208405,0.9999932170066357,1.0,0.999995723765053,0.9999787662816417,0.9998794298353405,0.9999901204227084,0.9999890390759401,0.9999144753010568,0.9998781518800689,0.999883853526665,0.9999730646350456,0.9999389039075941,0.9999878594249203
MYOLEG_VP_018,0.9998846891128041,0.9999440157286803,0.9999883509461786,0.9999526173507004,0.9999975915458345,0.9999669206193169,0.9999721798967806,0.9999608749078398,0.9999536003932171,0.9999662324895552,0.9999895797493242,0.9999877611206686,0.999995723765053,1.0,0.999985893339887,0.9998977144261492,0.9999842221676088,0.999982747603834,0.9998978127304007,0.9998576062914724,0.9999015482919636,0.9999811255836816,0.9999241582698453,0.9999935610715164
MYOLEG_VP_019,0.9998286556893587,0.999971196854264,0.999968051118211,0.9999768001966086,0.9999894322929468,0.9999871712951586,0.9999437699680512,0.9999826001474564,0.999977537478496,0.9999867289260261,0.9999976898500861,0.9999672646841978,0.9999787662816417,0.999985893339887,1.0,0.9999400344064883,0.9999624477758663,0.9999605308429591,0.9998453182600148,0.9997947407225364,0.9999426394691572,0.9999969525681986,0.9998791349225855,0.9999943966576555
MYOLEG_VP_021,0.9996048169083314,0.9999834848857214,0.9998507249938561,0.9999780289997543,0.9999074465470632,0.9999664290980587,0.9997987220447284,0.9999722782010323,0.9999771934136151,0.9999670189235684,0.9999315310887197,0.9998488080609488,0.9998794298353405,0.9998977144261492,0.9999400344064883,1.0,0.9998374539198821,0.9998337675104448,0.999630818382895,0.9995531088719587,0.9999992135659868,0.999948439420005,0.9996856721553209,0.9999206193167856
MYOLEG_VP_022,0.9999342836077663,0.9998984517080366,0.9999973949373311,0.9999099533054805,0.9999800442369133,0.9999314819365939,0.9999923322683707,0.9999219955763087,0.9999115261735071,0.999930892111084,0.9999679528139593,0.999997739002212,0.9999901204227084,0.9999842221676088,0.9999624477758663,0.9998374539198821,1.0,0.9999986728926026,0.999944114032932,0.9999136397149178,0.9998429098058492,0.9999549766527402,0.9999626443843697,0.9999739985254363
MYOLEG_VP_023,0.999936642909806,0.9998956500368641,0.9999961169820595,0.9999074956991891,0.999978422216761,0.9999294666994348,0.9999935119193907,0.9999194888178914,0.9999091668714674,0.99992858196117,0.9999660850331777,0.9999965101990662,0.9999890390759401,0.999982747603834,0.9999605308429591,0.9998337675104448,0.9999986728926026,1.0,0.9999461784222169,0.9999162939297126,0.9998393217006637,0.9999531580240846,0.9999643647087736,0.9999723765052839
MYOLEG_VP_025,0.9999968051118212,0.9997277955271566,0.9999360530842961,0.9997474072253627,0.9998872941754732,0.9997846153846155,0.9999627426886214,0.9997682968788402,0.9997498156795283,0.9997835831899731,0.9998578028999756,0.999937478495945,0.9999144753010568,0.9998978127304007,0.9998453182600148,0.999630818382895,0.999944114032932,0.9999461784222169,1.0,0.9999900221184567,0.9996390267879086,0.9998292455148686,0.999992578029,0.9998716146473337
MYOLEG_VP_026,0.9999942983534039,0.9996626198083067,0.9999040058982552,0.9996842467436718,0.9998448758908823,0.9997260260506268,0.9999381666257067,0.9997079380683216,0.9996869501105924,0.9997250921602361,0.9998091914475302,0.9999053821577784,0.9998781518800689,0.9998576062914724,0.9997947407225364,0.9995531088719587,0.9999136397149178,0.9999162939297126,0.9999900221184567,1.0,0.9995621528631113,0.9997762103710987,0.9999799459326617,0.9998254116490539
MYOLEG_VP_027,0.9996133202260998,0.9999849594494963,0.999855640206439,0.9999796510199067,0.9999110838043747,0.9999681494224626,0.9998048169083313,0.9999739002211846,0.9999788154337677,0.9999687392479725,0.9999345293683952,0.9998538215777834,0.999883853526665,0.9999015482919636,0.9999426394691572,0.9999992135659868,0.9998429098058492,0.9998393217006637,0.9996390267879086,0.9995621528631113,1.0,0.9999508970262965,0.9996931432784469,0.9999241091177193
MYOLEG_VP_029,0.9998117473580733,0.9999769476529862,0.9999613172769722,0.9999820594740725,0.999985352666503,0.9999913000737283,0.9999338903907594,0.9999871221430326,0.9999826492995822,0.9999908085524699,0.9999940525927746,0.9999604325387074,0.9999730646350456,0.9999811255836816,0.9999969525681986,0.999948439420005,0.9999549766527402,0.9999531580240846,0.9998292455148686,0.9997762103710987,0.9999508970262965,1.0,0.9998649791103466,0.9999902678790858
MYOLEG_VP_030,0.9999883509461786,0.999773212091423,0.9999564020643894,0.9997911526173507,0.9999149668223152,0.9998254116490539,0.9999771442614894,0.9998102727942986,0.9997934136151391,0.9998243794544115,0.9998895551732613,0.9999574834111578,0.9999389039075941,0.9999241582698453,0.9998791349225855,0.9996856721553209,0.9999626443843697,0.9999643647087736,0.999992578029,0.9999799459326617,0.9996931432784469,0.9998649791103466,1.0,0.9999017449004671
MYOLEG_VP_031,0.9998568198574589,0.9999593020398134,0.9999790611943967,0.999966281641681,0.9999965101990662,0.9999784713688867,0.9999588596706809,0.9999729171786681,0.9999670680756944,0.9999778815433769,0.9999971491767019,0.9999782747603835,0.9999878594249203,0.9999935610715164,0.9999943966576555,0.9999206193167856,0.9999739985254363,0.9999723765052839,0.9998716146473337,0.9998254116490539,0.9999241091177193,0.9999902678790858,0.9999017449004671,1.0
