case_id,policy_id,failure_mode,observed,policy_modified_in_response,future_design_review_required
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,direction_lock_in,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,boundary_chasing,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,model_update_oscillation,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,bundle_scale_oscillation,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
hip_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,premature_S2_stop,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_induced_false_improvement,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,repeated_bundle_authorization_without_progress,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,direction_lock_in,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,boundary_chasing,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,model_update_oscillation,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_scale_oscillation,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,excessive_authorization_followed_by_reversal,False,False,False
hip_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,premature_S2_stop,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_induced_false_improvement,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,direction_lock_in,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,boundary_chasing,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,model_update_oscillation,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_scale_oscillation,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
hip_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,premature_S2_stop,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_induced_false_improvement,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,repeated_bundle_authorization_without_progress,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,direction_lock_in,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,boundary_chasing,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,model_update_oscillation,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_scale_oscillation,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,excessive_authorization_followed_by_reversal,False,False,False
knee_stiff__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,premature_S2_stop,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,bundle_induced_false_improvement,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,repeated_bundle_authorization_without_progress,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,direction_lock_in,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,boundary_chasing,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,model_update_oscillation,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,bundle_scale_oscillation,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,excessive_authorization_followed_by_reversal,False,False,False
knee_stiff__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,premature_S2_stop,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,bundle_induced_false_improvement,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,direction_lock_in,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,boundary_chasing,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,model_update_oscillation,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,bundle_scale_oscillation,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
knee_stiff__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,premature_S2_stop,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_induced_false_improvement,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,repeated_bundle_authorization_without_progress,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,direction_lock_in,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,boundary_chasing,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,model_update_oscillation,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_scale_oscillation,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,excessive_authorization_followed_by_reversal,False,False,False
knee_stiff__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,premature_S2_stop,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_induced_false_improvement,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,direction_lock_in,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,boundary_chasing,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,model_update_oscillation,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_scale_oscillation,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
knee_stiff__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,premature_S2_stop,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_induced_false_improvement,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,repeated_bundle_authorization_without_progress,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,direction_lock_in,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,boundary_chasing,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,model_update_oscillation,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_scale_oscillation,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,excessive_authorization_followed_by_reversal,False,False,False
heavy_leg__matched_linear,R0_P2_V1_G0_NO_BUNDLE_S0,premature_S2_stop,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,bundle_induced_false_improvement,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,repeated_bundle_authorization_without_progress,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,direction_lock_in,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,boundary_chasing,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,model_update_oscillation,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,bundle_scale_oscillation,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,excessive_authorization_followed_by_reversal,False,False,False
heavy_leg__matched_linear,R1_G0_BUNDLE_SCALE_P95_S0,premature_S2_stop,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,bundle_induced_false_improvement,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,direction_lock_in,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,boundary_chasing,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,model_update_oscillation,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,bundle_scale_oscillation,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
heavy_leg__matched_linear,R2_G0_BUNDLE_SCALE_P95_S2,premature_S2_stop,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_induced_false_improvement,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,repeated_bundle_authorization_without_progress,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,direction_lock_in,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,boundary_chasing,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,model_update_oscillation,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,bundle_scale_oscillation,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,excessive_authorization_followed_by_reversal,False,False,False
heavy_leg__matched_linear,R3_G0_BUNDLE_SCALE_P99_S2,premature_S2_stop,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_induced_false_improvement,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,direction_lock_in,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,boundary_chasing,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,model_update_oscillation,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_scale_oscillation,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
heavy_leg__matched_linear,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,premature_S2_stop,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,direction_lock_in,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,boundary_chasing,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,model_update_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_scale_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,excessive_authorization_followed_by_reversal,False,False,False
baseline__nonlinear_stiffness_mild,R0_P2_V1_G0_NO_BUNDLE_S0,premature_S2_stop,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,direction_lock_in,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,boundary_chasing,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,model_update_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,bundle_scale_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,excessive_authorization_followed_by_reversal,False,False,False
baseline__nonlinear_stiffness_mild,R1_G0_BUNDLE_SCALE_P95_S0,premature_S2_stop,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,direction_lock_in,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,boundary_chasing,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,model_update_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,bundle_scale_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__nonlinear_stiffness_mild,R2_G0_BUNDLE_SCALE_P95_S2,premature_S2_stop,True,False,True
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,direction_lock_in,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,boundary_chasing,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,model_update_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,bundle_scale_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__nonlinear_stiffness_mild,R3_G0_BUNDLE_SCALE_P99_S2,premature_S2_stop,True,False,True
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,direction_lock_in,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,boundary_chasing,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,model_update_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_scale_oscillation,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__nonlinear_stiffness_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,premature_S2_stop,True,False,True
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_induced_false_improvement,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,repeated_bundle_authorization_without_progress,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,direction_lock_in,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,boundary_chasing,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,model_update_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_scale_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,excessive_authorization_followed_by_reversal,False,False,False
baseline__hip_knee_coupling_mild,R0_P2_V1_G0_NO_BUNDLE_S0,premature_S2_stop,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,bundle_induced_false_improvement,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,repeated_bundle_authorization_without_progress,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,direction_lock_in,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,boundary_chasing,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,model_update_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,bundle_scale_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,excessive_authorization_followed_by_reversal,False,False,False
baseline__hip_knee_coupling_mild,R1_G0_BUNDLE_SCALE_P95_S0,premature_S2_stop,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,bundle_induced_false_improvement,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,direction_lock_in,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,boundary_chasing,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,model_update_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,bundle_scale_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__hip_knee_coupling_mild,R2_G0_BUNDLE_SCALE_P95_S2,premature_S2_stop,True,False,True
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,bundle_induced_false_improvement,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,direction_lock_in,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,boundary_chasing,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,model_update_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,bundle_scale_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__hip_knee_coupling_mild,R3_G0_BUNDLE_SCALE_P99_S2,premature_S2_stop,True,False,True
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_induced_false_improvement,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,repeated_bundle_authorization_without_progress,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,direction_lock_in,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,boundary_chasing,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,model_update_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,bundle_scale_oscillation,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,excessive_authorization_followed_by_reversal,False,False,False
baseline__hip_knee_coupling_mild,R4_G0_BUNDLE_SCALE_AXIS_P95_S2,premature_S2_stop,True,False,True
baseline__nonlinear_damping_mild,R0_P2_V1_G0_NO_BUNDLE_S0,bundle_induced_false_improvement,False,False,False
baseline__nonlinear_damping_mild,R0_P2_V1_G0_NO_BUNDLE_S0,repeated_bundle_authorization_without_progress,False,False,False
baseline__nonlinear_damping_mild,R0_P2_V1_G0_NO_BUNDLE_S0,direction_lock_in,False,False,False
baseline__nonlinear_damping_mild,R0_P2_V1_G0_NO_BUNDLE_S0,boundary_chasing,False,False,False
baseline__nonlinear_damping_mild,R0_P2_V1_G0_NO_BUNDLE_S0,model_update_oscillation,False,False,False
